Salary_in_office,Annual Commute Cost,City,Role,Remote Work Expenses,remote_vs_office_cost_ratio,Total Remote salary,Total In-office salary,State,Job_Type,Salary_remote,Avg internet monthly payment,Unnamed: 0,Cost of Living Index,Avg.OfficeRent_per_sqft,Office Rent,Electricity Price (cents per kWh),In-Office Expenses
99500.0,4054.52,Beavercreek,Network administrator,2695.8,0.6256561137350127,87943.8,140562.52,Ohio,Private,85248.0,80.83,5529,88.8,20.56,37008.0,15.98,41062.52
61000.0,5151.54,Huntsville,Network administrator,2624.52,0.6540629347791661,75584.52,115561.54,Texas,Private,72960.0,80.83,5530,91.2,27.45,49410.0,15.32,54561.54
29030.0,3710.21,Lincoln,Network administrator,2134.2,1.116215258437403,77894.2,69784.20999999999,Nebraska,Private,75760.0,80.83,5531,94.7,20.58,37043.99999999999,10.78,40754.20999999999
61500.0,7073.12,Washington,Network administrator,3159.0321456953643,0.5648899099506952,92159.03214569535,163145.12,District of Columbia,Private,89000.0,80.83,5532,120.1,52.54,94572.0,20.26918653421633,101645.12
61500.0,7073.12,Washington,Network administrator,3159.0321456953643,0.6415088121893893,104659.03214569535,163145.12,District of Columbia,Private,101500.0,80.83,5533,120.1,52.54,94572.0,20.26918653421633,101645.12
32000.0,8059.16,,Network administrator,3098.4,0.8326136607916161,80098.4,96201.16,New Jersey,Private,77000.0,82.79,5534,103.4,31.19,56142.0,19.49,64201.16
157500.0,6177.73,Aurora,Network administrator,2607.24,0.4497130892929047,89247.24,198453.73,Colorado,Private,86640.0,80.83,5535,108.3,19.32,34776.0,15.16,40953.73
101500.0,7073.12,Washington,Network administrator,3159.0321456953643,0.4536610682338585,92159.03214569535,203145.12,District of Columbia,Private,89000.0,80.83,5536,120.1,52.54,94572.0,20.26918653421633,101645.12
101500.0,7073.12,Washington,Network administrator,3159.0321456953643,0.5151934348494089,104659.03214569535,203145.12,District of Columbia,Private,101500.0,80.83,5537,120.1,52.54,94572.0,20.26918653421633,101645.12
127000.0,4977.02,Plantation,Network administrator,2532.6,0.5379286332114149,99742.2,185419.02,Florida,Private,97209.6,83.25,5538,101.26,29.69,53442.0,14.2,58419.02
133000.0,8589.18,Boston,Network administrator,4494.96,0.5071122562664019,131790.96,259885.18,Massachusetts,Private,127296.0,93.6,5539,132.6,65.72,118296.0,31.22,126885.18
152000.0,6001.22,Hanover,Network administrator,2865.48,0.408378993191951,83761.48,205107.22,Maryland,Private,80896.0,75.44,5540,101.12,26.17,47106.00000000001,18.15,53107.22000000001
103000.0,10093.28,Frisco,Network administrator,2624.52,0.5017380616099039,90032.52,179441.28,Texas,Private,87408.0,80.83,5541,91.05,36.86,66348.0,15.32,76441.28
123000.0,6265.8,Chesapeake,Network administrator,2602.08,0.4605621238139229,78370.07999999999,170161.8,Virginia,Private,75767.99999999999,86.7,5542,94.71,22.72,40896.0,14.46,47161.8
115000.0,7036.89,Orange,Network administrator,4269.360000000001,0.7117646894684994,124989.36,175604.89,California,Private,120720.0,80.83,5543,125.75,29.76,53568.0,30.55,60604.89
138500.0,7036.89,San Mateo,Network administrator,4269.360000000001,0.4030942544822936,104869.36,260160.89,California,Private,100600.0,80.83,5544,125.75,63.68,114624.0,30.55,121660.89
70500.0,5623.94,Tampa,Network administrator,2532.6,0.630056773393134,83652.6,132769.94,Florida,Private,81120.0,83.25,5545,101.4,31.47,56646.0,14.2,62269.94
116500.0,10361.54,Seattle,Network administrator,2247.6000000000004,0.595923021108431,121863.6,204495.54,Washington,Private,119616.0,80.83,5546,124.6,43.13,77634.0,11.83,87995.54000000001
116500.0,5285.46,Macon,Network administrator,2426.88,0.5687632032494537,86138.88,151449.46,Georgia,Private,83712.0,80.83,5547,87.2,16.48,29664.0,13.49,34949.46
97000.0,5059.37,Nellis AFB,Network administrator,2577.0,0.5702718726834393,85537.0,149993.37,Nevada,Private,82960.0,80.83,5548,103.7,26.63,47934.0,14.88,52993.37
20000.0,7073.12,Washington,Network administrator,3159.0321456953643,0.7576056659378968,92159.03214569535,121645.12,District of Columbia,Private,89000.0,80.83,5549,120.1,52.54,94572.0,20.26918653421633,101645.12
20000.0,7073.12,Washington,Network administrator,3159.0321456953643,0.8603635899713475,104659.03214569535,121645.12,District of Columbia,Private,101500.0,80.83,5550,120.1,52.54,94572.0,20.26918653421633,101645.12
149500.0,6001.22,Annapolis Junction,Network administrator,2865.48,0.4134180410747455,83761.48,202607.22,Maryland,Private,80896.0,75.44,5551,101.12,26.17,47106.00000000001,18.15,53107.22000000001
61000.0,5119.48,Phoenix,Network administrator,2545.68,1.381767778063504,157545.68,114017.48,Arizona,Private,155000.0,75.34,5552,104.3,26.61,47898.0,15.2,53017.48
126000.0,6177.73,Aurora,Network administrator,2607.24,0.5345627198625632,89247.24,166953.72999999998,Colorado,Private,86640.0,80.83,5553,108.3,19.32,34776.0,15.16,40953.73
94000.0,4429.11,Leavenworth,Network administrator,2465.76,0.6180535990184087,86321.75999999998,139667.11,Kansas,Private,83855.99999999999,80.83,5554,87.35,22.91,41238.0,13.85,45667.11
185000.0,6001.22,Annapolis Junction,Network administrator,2865.48,0.4197297335208902,99940.68,238107.22,Maryland,Private,97075.2,75.44,5555,101.12,26.17,47106.00000000001,18.15,53107.22000000001
60000.0,8059.16,Little Ferry,Network administrator,3098.4,0.8241662155168277,102362.4,124201.16,New Jersey,Private,99264.0,82.79,5556,103.4,31.19,56142.0,19.49,64201.16
137000.0,5590.44,Herndon,Network administrator,2602.08,0.4771702996238095,93523.68,195996.44,Virginia,Private,90921.6,86.7,5557,94.71,29.67,53406.0,14.46,58996.44
125500.0,6001.22,Bethesda,Network administrator,2865.48,0.5049058999020003,99940.68,197939.22,Maryland,Private,97075.2,75.44,5558,101.12,36.91,66437.99999999999,18.15,72439.21999999999
125000.0,10831.74,New York,Network administrator,3601.92,0.6445275559374467,126481.92,196239.74,New York,Private,122880.0,80.83,5559,128.0,33.56,60408.0,24.37,71239.74
169000.0,6659.49,Oak Harbor,Network administrator,2247.6000000000004,0.4408999218967588,102407.6,232269.49,Washington,Private,100160.0,80.83,5560,125.2,31.45,56610.0,11.83,63269.49
105000.0,3474.43,Toledo,Network administrator,2695.8,0.6327955964635597,86695.8,137004.43,Ohio,Private,84000.0,80.83,5561,87.5,15.85,28530.0,15.98,32004.43
66500.0,4096.03,Cleveland,Network administrator,2378.28,0.7388851888122737,88298.28,119502.03,Tennessee,Private,85920.0,80.83,5562,89.5,27.17,48906.00000000001,13.04,53002.030000000006
69500.0,7073.12,Augusta,Network administrator,3809.28,0.8923245055658707,99809.28,111853.12,Maine,Private,96000.0,80.83,5563,100.0,19.6,35280.0,26.29,42353.12
111500.0,7036.89,Costa Mesa,Network administrator,4269.360000000001,0.5796292594125663,104869.36,180924.89,California,Private,100600.0,80.83,5564,125.75,34.66,62387.99999999999,30.55,69424.88999999998
90000.0,8059.16,Rochelle Park,Network administrator,3098.4,0.6638238000284822,102362.4,154201.16,New Jersey,Private,99264.0,82.79,5565,103.4,31.19,56142.0,19.49,64201.16
71000.0,5623.94,Tampa,Network administrator,2532.6,0.6276929366067097,83652.6,133269.94,Florida,Private,81120.0,83.25,5566,101.4,31.47,56646.0,14.2,62269.94
130500.0,7036.89,Santa Barbara,Network administrator,4269.360000000001,0.6281791271074879,124989.36,198970.89,California,Private,120720.0,80.83,5567,125.75,34.13,61434.0,30.55,68470.89
122000.0,5245.46,Houston,Network administrator,2624.52,0.5161615540987178,94592.52,183261.46,Texas,Private,91968.0,80.83,5568,95.8,31.12,56016.0,15.32,61261.46
109500.0,7036.89,Orange,Network administrator,4269.360000000001,0.7347781712800848,124989.36,170104.89,California,Private,120720.0,80.83,5569,125.75,29.76,53568.0,30.55,60604.89
79500.0,4143.37,South Jordan,Network administrator,2018.28,0.6151922230892214,81986.27999999998,133269.37,Utah,Private,79967.99999999999,69.01,5570,99.96,27.57,49626.0,11.02,53769.37
67000.0,4392.38,Oklahoma City,Network administrator,2219.4,0.6542148729717672,72059.4,110146.38,Oklahoma,Private,69840.0,81.27,5571,87.3,21.53,38754.0,11.52,43146.38
160500.0,6877.72,Los Angeles,Network administrator,4269.360000000001,0.4567413674039092,116749.36,255613.72000000003,California,Private,112480.0,80.83,5572,140.6,49.02,88236.00000000001,30.55,95113.72000000002
130000.0,5392.82,Las Vegas,Network administrator,2577.0,0.522894804306821,99249.0,189806.82,Nevada,Private,96672.0,80.83,5573,100.7,30.23,54414.0,14.88,59806.82
70000.0,3519.92,Rochester,Network administrator,3601.92,0.7209760543222237,80881.92,112183.92,New York,Private,77280.0,80.83,5574,96.6,21.48,38664.0,24.37,42183.92
104000.0,5360.48,Dallas,Network administrator,2624.52,0.5164745080507703,81424.52,157654.47999999998,Texas,Private,78800.0,80.83,5575,98.5,26.83,48293.99999999999,15.32,53654.48
70000.0,5119.48,Phoenix,Network administrator,2545.68,1.280677185063456,157545.68,123017.48,Arizona,Private,155000.0,75.34,5576,104.3,26.61,47898.0,15.2,53017.48
100000.0,8319.68,Chicago,Network administrator,2696.88,0.4874743003378882,82776.88,169807.68,Illinois,Private,80080.0,80.83,5577,100.1,34.16,61487.99999999999,15.99,69807.68
61000.0,3880.78,Farmington Hills,Network administrator,2958.24,0.8540842347506501,89204.64,104444.78,Michigan,Private,86246.4,80.83,5578,89.84,21.98,39564.0,18.41,43444.78
197000.0,6001.22,Linthicum,Network administrator,2865.48,0.3995913432647006,99940.68,250107.22,Maryland,Private,97075.2,75.44,5579,101.12,26.17,47106.00000000001,18.15,53107.22000000001
115000.0,6210.03,San Diego,Network administrator,4269.360000000001,0.4424975609417776,86769.36,196090.03,California,Private,82500.0,80.83,5580,136.2,41.6,74880.0,30.55,81090.03
115000.0,6210.03,San Diego,Network administrator,4269.360000000001,0.5062437901610806,99269.36,196090.03,California,Private,95000.0,80.83,5581,136.2,41.6,74880.0,30.55,81090.03
72500.0,4977.02,Eglin AFB,Network administrator,2532.6,0.6247940490477008,83540.6,133709.02000000002,Florida,Private,81008.0,83.25,5582,101.26,31.24,56232.0,14.2,61209.02
85500.0,4251.53,Tempe,Network administrator,2545.68,0.5954065035071114,82857.68,139161.53,Arizona,Private,80312.0,75.34,5583,100.39,27.45,49410.0,15.2,53661.53
107500.0,6843.04,Philadelphia,Network administrator,2912.76,0.4679512625041641,85632.76,182995.04,Pennsylvania,Private,82720.0,84.33,5584,103.4,38.14,68652.0,17.6,75495.04
133500.0,4572.31,Colorado Springs,Network administrator,2607.24,0.5654498866537269,100719.24,178122.31,Colorado,Private,98112.0,80.83,5585,102.2,22.25,40050.0,15.16,44622.31
104000.0,7289.35,Atlanta,Network administrator,2426.88,0.5676160871616488,98714.88,173911.35,Georgia,Private,96288.0,80.83,5586,100.3,34.79,62622.0,13.49,69911.35
58000.0,5590.44,Madison,Network administrator,2602.08,0.6777751217607016,78370.07999999999,115628.44,Virginia,Private,75767.99999999999,86.7,5587,94.71,28.91,52038.0,14.46,57628.44
77000.0,6001.22,Baltimore,Network administrator,2865.48,0.81152667776623,105585.48,130107.22,Maryland,Private,102720.0,75.44,5588,107.0,26.17,47106.00000000001,18.15,53107.22000000001
29000.0,5693.03,Buckeye,Network administrator,2545.68,0.9894277768549812,82857.68,83743.03,Arizona,Private,80312.0,75.34,5589,100.39,27.25,49050.0,15.2,54743.03
79000.0,5590.44,Vienna,Network administrator,2602.08,0.6319746592998656,93523.68,147986.44,Virginia,Private,90921.6,86.7,5590,94.71,35.22,63396.0,14.46,68986.44
68000.0,3937.23,Warrensburg,Network administrator,2123.16,0.6528850426126607,72339.16,110799.23,Missouri,Private,70216.0,72.8,5591,87.77,21.59,38862.0,11.57,42799.23
64000.0,4666.31,White Sands Missile Range,Network administrator,2361.6,0.7268270805849486,74857.6,102992.31,New Mexico,Private,72496.0,68.46,5592,90.62,19.07,34326.0,14.26,38992.31
180000.0,8319.68,Chicago,Network administrator,2696.88,0.3954757515861802,98792.88,249807.68,Illinois,Private,96096.0,80.83,5593,100.1,34.16,61487.99999999999,15.99,69807.68
128000.0,5590.44,Fairfax,Network administrator,2602.08,0.5021178100707813,93523.68,186258.44,Virginia,Private,90921.6,86.7,5594,94.71,29.26,52668.0,14.46,58258.44
8000.0,6365.46,Austin,Network administrator,2624.52,0.9274861738210062,83124.52,89623.46,Texas,Private,80500.0,80.83,5595,106.6,41.81,75258.0,15.32,81623.46
122500.0,7036.89,Hawthorne,Network administrator,4269.360000000001,0.6186339804779122,124989.36,202040.89,California,Private,120720.0,80.83,5596,125.75,40.28,72504.0,30.55,79540.89
108000.0,3577.96,Birmingham,Network administrator,2499.48,0.5941882621597288,89571.48,150745.96000000002,Alabama,Private,87072.0,74.1,5597,90.7,21.76,39168.00000000001,14.91,42745.96000000001
87000.0,3992.97,Milwaukee,Network administrator,2731.44,0.6980360451497676,92779.44,132914.97,Wisconsin,Private,90048.0,80.83,5598,93.8,23.29,41922.0,16.31,45914.97
118000.0,4979.85,Dallas,Network administrator,2426.88,0.525349439832154,90593.28,172443.85,North Carolina,Private,88166.4,80.83,5599,91.84,27.48,49464.0,13.49,54443.85
102000.0,6062.35,Cambridge,Network administrator,4494.96,0.5867116778284746,114462.96,195092.35,Massachusetts,Private,109968.0,93.6,5600,114.55,48.35,87030.0,31.22,93092.35
139000.0,7036.89,Costa Mesa,Network administrator,4269.360000000001,0.5996853830653336,124989.36,208424.89,California,Private,120720.0,80.83,5601,125.75,34.66,62387.99999999999,30.55,69424.88999999998
84000.0,5151.54,Pflugerville,Network administrator,2624.52,0.6497655843028304,90032.52,138561.54,Texas,Private,87408.0,80.83,5602,91.05,27.45,49410.0,15.32,54561.54
119000.0,6001.22,Rockville,Network administrator,2865.48,0.5373061821187827,99940.68,186003.22,Maryland,Private,97075.2,75.44,5603,101.12,33.89,61002.0,18.15,67003.22
117500.0,7036.89,China Lake,Network administrator,4269.360000000001,0.6343320921865507,124989.36,197040.89,California,Private,120720.0,80.83,5604,125.75,40.28,72504.0,30.55,79540.89
95000.0,5693.03,Sells,Network administrator,2545.68,0.6605988939852492,98920.08,149743.03,Arizona,Private,96374.4,75.34,5605,100.39,27.25,49050.0,15.2,54743.03
47000.0,5285.46,Savannah,Network administrator,2426.88,0.8460414535318941,80266.88,94873.46,Georgia,Private,77840.0,80.83,5606,97.3,23.66,42588.0,13.49,47873.46
82500.0,4666.31,Albuquerque,Network administrator,2361.6,0.6214959016410052,76681.6,123382.31,New Mexico,Private,74320.0,68.46,5607,92.9,20.12,36216.0,14.26,40882.31
72500.0,4977.02,Melbourne,Network administrator,2532.6,0.6971584359448489,81972.6,117581.02,Florida,Private,79440.0,83.25,5608,99.3,22.28,40104.0,14.2,45081.02
145500.0,6001.22,College Park,Network administrator,2865.48,0.5032076880185926,99940.68,198607.22,Maryland,Private,97075.2,75.44,5609,101.12,26.17,47106.00000000001,18.15,53107.22000000001
155000.0,7036.89,Pasadena,Network administrator,4269.360000000001,0.5246563953146463,124989.36,238230.89,California,Private,120720.0,80.83,5610,125.75,42.33,76194.0,30.55,83230.89
211000.0,6001.22,Annapolis Junction,Network administrator,2865.48,0.3784094959615264,99940.68,264107.22000000003,Maryland,Private,97075.2,75.44,5611,101.12,26.17,47106.00000000001,18.15,53107.22000000001
123500.0,4666.31,Albuquerque,Network administrator,2361.6,0.4664832852148142,76681.6,164382.31,New Mexico,Private,74320.0,68.46,5612,92.9,20.12,36216.0,14.26,40882.31
114500.0,4134.89,Oxnard,Network administrator,4269.360000000001,0.7148421702877267,124989.36,174848.89,California,Private,120720.0,80.83,5613,125.75,31.23,56214.0,30.55,60348.89
137500.0,6001.22,Suitland,Network administrator,2865.48,0.5243278822281758,99940.68,190607.22,Maryland,Private,97075.2,75.44,5614,101.12,26.17,47106.00000000001,18.15,53107.22000000001
75000.0,6001.22,Fort Meade,Network administrator,2865.48,0.6538388702838138,83761.48,128107.22,Maryland,Private,80896.0,75.44,5615,101.12,26.17,47106.00000000001,18.15,53107.22000000001
132500.0,8589.18,Boston,Network administrator,4494.96,0.5080897836954293,131790.96,259385.18,Massachusetts,Private,127296.0,93.6,5616,132.6,65.72,118296.0,31.22,126885.18
80000.0,7073.12,Richland,Network administrator,2388.0,0.5677929262525961,77116.0,135817.12,South Carolina,Private,74728.0,74.17,5617,93.41,27.08,48743.99999999999,13.87,55817.12
100000.0,7041.83,Downers Grove,Network administrator,2696.88,0.5436327472334764,87234.48000000001,160465.83000000002,Illinois,Private,84537.6,80.83,5618,88.06,29.68,53424.0,15.99,60465.83
40865.0,8059.16,Maple Shade,Network administrator,3098.4,0.9742661195574293,102362.4,105066.16,New Jersey,Private,99264.0,82.79,5619,103.4,31.19,56142.0,19.49,64201.16
130000.0,7073.12,Washington,Network administrator,3159.0321456953643,0.3978457743711387,92159.03214569535,231645.12,District of Columbia,Private,89000.0,80.83,5620,120.1,52.54,94572.0,20.26918653421633,101645.12
130000.0,7073.12,Washington,Network administrator,3159.0321456953643,0.4518076277440913,104659.03214569535,231645.12,District of Columbia,Private,101500.0,80.83,5621,120.1,52.54,94572.0,20.26918653421633,101645.12
70000.0,4670.34,Indianapolis,Network administrator,2527.32,0.7944148784915701,89119.32,112182.34,Indiana,Private,86592.0,80.83,5622,90.2,20.84,37512.0,14.42,42182.34
86000.0,6062.35,Norwood,Network administrator,4494.96,0.6391281369639742,114462.96,179092.35,Massachusetts,Private,109968.0,93.6,5623,114.55,48.35,87030.0,31.22,93092.35
113000.0,10361.54,Seattle,Network administrator,2247.6000000000004,0.507113739936717,101927.6,200995.54,Washington,Private,99680.0,80.83,5624,124.6,43.13,77634.0,11.83,87995.54000000001
105000.0,7073.12,Nashua,Network administrator,3520.92,0.5883790554324237,89664.92,152393.12,New Hampshire,Private,86144.0,80.83,5625,107.68,22.4,40320.0,23.62,47393.12
89000.0,7036.89,Rocklin,Network administrator,4269.360000000001,0.6222190947253216,104869.36,168540.89,California,Private,100600.0,80.83,5626,125.75,40.28,72504.0,30.55,79540.89
128500.0,7073.12,Nashua,Network administrator,3520.92,0.6077197334381242,106893.72,175893.12,New Hampshire,Private,103372.8,80.83,5627,107.68,22.4,40320.0,23.62,47393.12
198000.0,5590.44,Sterling,Network administrator,2602.08,0.3216390944635449,78370.07999999999,243658.44,Virginia,Private,75767.99999999999,86.7,5628,94.71,22.26,40068.00000000001,14.46,45658.44000000001
92500.0,6365.46,Austin,Network administrator,2624.52,0.6027936729490673,104960.52,174123.46000000002,Texas,Private,102336.0,80.83,5629,106.6,41.81,75258.0,15.32,81623.46
162000.0,6001.22,Fort Meade,Network administrator,2865.48,0.3893940891430794,83761.48,215107.22,Maryland,Private,80896.0,75.44,5630,101.12,26.17,47106.00000000001,18.15,53107.22000000001
94500.0,5245.46,Houston,Network administrator,2624.52,0.5088840333160719,79264.52,155761.46,Texas,Private,76640.0,80.83,5631,95.8,31.12,56016.0,15.32,61261.46
114500.0,5360.48,Dallas,Network administrator,2624.52,0.5779478489065532,97184.52,168154.47999999998,Texas,Private,94560.0,80.83,5632,98.5,26.83,48293.99999999999,15.32,53654.48
67500.0,4872.75,Newport,Network administrator,3703.44,0.8598486598010656,110023.44,127956.75,Rhode Island,Private,106320.0,80.83,5633,110.75,30.88,55584.0,25.31,60456.75
48000.0,4251.07,San Antonio,Network administrator,2624.52,0.9029543458521412,91616.52,101463.07,Texas,Private,88992.0,80.83,5634,92.7,27.34,49212.0,15.32,53463.07
81500.0,4666.31,White Sands,Network administrator,2361.6,0.7415975343156754,89356.8,120492.31,New Mexico,Private,86995.2,68.46,5635,90.62,19.07,34326.0,14.26,38992.31
144500.0,5285.46,Alpharetta,Network administrator,2426.88,0.4712234213596824,90650.88,192373.46,Georgia,Private,88224.0,80.83,5636,91.9,23.66,42588.0,13.49,47873.46
106000.0,7041.83,Collinsville,Network administrator,2696.88,0.4692870693604796,73144.88,155863.83000000002,Illinois,Private,70448.0,80.83,5637,88.06,23.79,42822.0,15.99,49863.83
68500.0,3880.78,Stephenson,Network administrator,2958.24,0.6745304848401045,74830.24,110936.78,Michigan,Private,71872.0,80.83,5638,89.84,21.42,38556.00000000001,18.41,42436.780000000006
64000.0,4390.35,Norfolk,Network administrator,2602.08,0.6677275432431314,78370.07999999999,117368.35,Virginia,Private,75767.99999999999,86.7,5639,94.71,27.21,48978.0,14.46,53368.35
110000.0,5590.44,Arlington,Network administrator,2602.08,0.4100602746652808,78370.07999999999,191118.44,Virginia,Private,75767.99999999999,86.7,5640,94.71,41.96,75528.0,14.46,81118.44
71500.0,4054.52,Middleburg Heights,Network administrator,2695.8,0.6550652917152175,73735.8,112562.52,Ohio,Private,71040.0,80.83,5641,88.8,20.56,37008.0,15.98,41062.52
45000.0,4469.83,Louisville,Network administrator,2388.96,0.8521578479403182,72388.96,84947.83,Kentucky,Private,70000.0,79.56,5642,91.6,19.71,35478.0,13.28,39947.83
37860.0,5151.54,Port Arthur,Network administrator,2624.52,0.8165252385969763,75464.52,92421.54,Texas,Private,72840.0,80.83,5643,91.05,27.45,49410.0,15.32,54561.54
75000.0,6557.06,Portland,Network administrator,2392.2,0.7199993733385375,95592.2,132767.06,Oregon,Private,93200.0,72.27,5644,116.5,28.45,51210.0,14.12,57767.06
72000.0,6001.22,Bethesda,Network administrator,2865.48,0.5799081440622569,83761.48,144439.21999999997,Maryland,Private,80896.0,75.44,5645,101.12,36.91,66437.99999999999,18.15,72439.21999999999
92000.0,4540.98,Jacksonville,Network administrator,2532.6,0.5953152156796365,81732.6,137292.97999999998,Florida,Private,79200.0,83.25,5646,99.0,22.64,40752.0,14.2,45292.98
83000.0,5360.48,Dallas,Network administrator,2624.52,0.5958423024257969,81424.52,136654.47999999998,Texas,Private,78800.0,80.83,5647,98.5,26.83,48293.99999999999,15.32,53654.48
77000.0,4094.4,Omaha,Network administrator,2134.2,0.7319368655941212,91318.2,124762.4,Nebraska,Private,89184.0,80.83,5648,92.9,24.26,43668.00000000001,10.78,47762.40000000001
68500.0,4054.52,Dayton,Network administrator,2695.8,0.8218604876433426,87559.8,106538.52,Ohio,Private,84864.0,80.83,5649,88.4,18.88,33984.0,15.98,38038.52
110000.0,10831.74,New York,Network administrator,3601.92,0.6978707870580702,126481.92,181239.74,New York,Private,122880.0,80.83,5650,128.0,33.56,60408.0,24.37,71239.74
103500.0,5590.44,Fort Belvoir,Network administrator,2602.08,0.7360716705256999,118602.08,161128.44,Virginia,Private,116000.0,86.7,5651,94.71,28.91,52038.0,14.46,57628.44
156500.0,7073.12,Nashua,Network administrator,3520.92,0.4397643235828654,89664.92,203893.12,New Hampshire,Private,86144.0,80.83,5652,107.68,22.4,40320.0,23.62,47393.12
116000.0,5205.47,Pittsburgh,Network administrator,2912.76,0.461051365748197,77392.76,167861.47,Pennsylvania,Private,74480.0,84.33,5653,93.1,25.92,46656.00000000001,17.6,51861.47000000001
69500.0,4572.31,Colorado Springs,Network administrator,2607.24,0.7392703495048427,84367.24,114122.31,Colorado,Private,81760.0,80.83,5654,102.2,22.25,40050.0,15.16,44622.31
136000.0,5740.88,Castle Rock,Network administrator,2607.24,0.4761760551747452,89247.24,187424.88,Colorado,Private,86640.0,80.83,5655,108.3,25.38,45684.0,15.16,51424.88
80500.0,4512.19,North Las Vegas,Network administrator,2577.0,0.6433956475172399,85537.0,132946.19,Nevada,Private,82960.0,80.83,5656,103.7,26.63,47934.0,14.88,52446.19
107500.0,5262.66,Raleigh,Network administrator,2426.88,0.578012901602517,98138.88,169786.66,North Carolina,Private,95712.0,80.83,5657,99.7,31.68,57024.0,13.49,62286.66
157500.0,6001.22,Fort Meade,Network administrator,2865.48,0.3977141904251905,83761.48,210607.22,Maryland,Private,80896.0,75.44,5658,101.12,26.17,47106.00000000001,18.15,53107.22000000001
25000.0,4351.75,Boise,Network administrator,1963.32,1.1513858040307718,77939.32,67691.75,Idaho,Private,75976.0,64.88,5659,94.97,21.3,38340.0,10.97,42691.75
170000.0,6001.22,Fort Meade,Network administrator,2865.48,0.3754315077746027,83761.48,223107.22,Maryland,Private,80896.0,75.44,5660,101.12,26.17,47106.00000000001,18.15,53107.22000000001
93000.0,5590.44,Ashburn,Network administrator,2602.08,0.5202874038926513,78370.07999999999,150628.44,Virginia,Private,75767.99999999999,86.7,5661,94.71,28.91,52038.0,14.46,57628.44
124500.0,4962.3,Mesa,Network administrator,2545.68,0.5692314863248172,98920.08,173778.3,Arizona,Private,96374.4,75.34,5662,100.39,24.62,44316.0,15.2,49278.3
177000.0,6001.22,Rockville,Network administrator,2865.48,0.3432802239249137,83761.48,244003.22,Maryland,Private,80896.0,75.44,5663,101.12,33.89,61002.0,18.15,67003.22
128500.0,4251.07,San Antonio,Network administrator,2624.52,0.1324967753072093,24109.52,181963.07,Texas,Private,21485.0,80.83,5664,92.7,27.34,49212.0,15.32,53463.07
85500.0,12650.66,San Francisco,Network administrator,4269.360000000001,0.427248003504439,89769.36,210110.66,California,Private,85500.0,80.83,5665,178.6,62.2,111960.0,30.55,124610.66
84500.0,5694.89,Minneapolis,Network administrator,2341.32,0.5945443939042908,86661.32,145760.89,Minnesota,Private,84320.0,68.66,5666,105.4,30.87,55566.0,14.05,61260.89
89500.0,7036.89,Edwards AFB,Network administrator,4269.360000000001,0.6203786551289454,104869.36,169040.89,California,Private,100600.0,80.83,5667,125.75,40.28,72504.0,30.55,79540.89
90500.0,5225.73,Virginia Beach,Network administrator,2602.08,0.5952197501988805,81802.08,137431.73,Virginia,Private,79200.0,86.7,5668,99.0,23.17,41706.00000000001,14.46,46931.73000000001
143500.0,5590.44,Quantico,Network administrator,2602.08,0.4649948063038723,93523.68,201128.44,Virginia,Private,90921.6,86.7,5669,94.71,28.91,52038.0,14.46,57628.44
21085.0,5119.48,Phoenix,Network administrator,2545.68,2.1260513818161013,157545.68,74102.48,Arizona,Private,155000.0,75.34,5670,104.3,26.61,47898.0,15.2,53017.48
87500.0,8553.3,McKinney,Network administrator,2624.52,0.5164865414242431,75464.52,146111.3,Texas,Private,72840.0,80.83,5671,91.05,27.81,50058.0,15.32,58611.3
42500.0,5772.57,Riverside,Network administrator,4269.360000000001,1.1679217476192787,115725.36,99086.57,California,Private,111456.0,80.83,5672,116.1,28.23,50814.0,30.55,56586.57
87000.0,5590.44,McLean,Network administrator,2602.08,0.5418718476117145,78370.07999999999,144628.44,Virginia,Private,75767.99999999999,86.7,5673,94.71,28.91,52038.0,14.46,57628.44
157500.0,4143.37,Saratoga Springs,Network administrator,2018.28,0.3974796157008808,81986.27999999998,206265.37,Utah,Private,79967.99999999999,69.01,5674,99.96,24.79,44622.0,11.02,48765.37
91500.0,4845.27,Anchorage,Network administrator,3661.8,0.6554278986897035,106161.8,161973.27000000002,Alaska,Private,102500.0,103.73,5675,110.7,36.46,65628.0,22.38,70473.27
88000.0,5590.44,Arlington,Network administrator,2602.08,0.463403517676724,78370.07999999999,169118.44,Virginia,Private,75767.99999999999,86.7,5676,94.71,41.96,75528.0,14.46,81118.44
53500.0,4333.44,Fennimore,Network administrator,2731.44,0.7925147257055126,75819.44,95669.44,Wisconsin,Private,73088.0,80.83,5677,91.36,21.02,37836.0,16.31,42169.44
142000.0,8059.16,Dover,Network administrator,3098.4,0.4964200977336888,102362.4,206201.16,New Jersey,Private,99264.0,82.79,5678,103.4,31.19,56142.0,19.49,64201.16
140000.0,6001.22,Aberdeen Proving Ground,Network administrator,2865.48,0.4337563349521576,83761.48,193107.22,Maryland,Private,80896.0,75.44,5679,101.12,26.17,47106.00000000001,18.15,53107.22000000001
97000.0,4054.52,Mason,Network administrator,2695.8,0.6369853309935238,87943.8,138062.52,Ohio,Private,85248.0,80.83,5680,88.8,20.56,37008.0,15.98,41062.52
