,Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio,lat,lng
5429,Network administrator,Private,Senior,Panama City,Florida,104000.0,97824.0,31.24,56232.0,4977.02,83.25,14.2,101.9,96000.0,61209.02,2532.6,165209.02,100356.6,0.61,30.1995,-85.6003
5430,Network administrator,Private,Senior,Las Vegas,Nevada,98500.0,96672.0,30.23,54414.0,5392.82,80.83,14.88,100.7,96000.0,59806.82,2577.0,158306.82,99249.0,0.63,36.2333,-115.2654
5431,Network administrator,Private,Mid,Washington,District of Columbia,68500.0,89000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,170145.12,92159.03,0.54,38.9047,-77.0163
5432,Network administrator,Private,Mid,Washington,District of Columbia,68500.0,101500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,170145.12,104659.03,0.62,38.9047,-77.0163
5433,Network administrator,Private,Mid,Holmen,Wisconsin,60000.0,73088.0,21.02,37836.0,4333.44,80.83,16.31,91.36,80000.0,42169.44,2731.44,102169.44,75819.44,0.74,43.9706,-91.2654
5434,Network administrator,Private,Senior,Hartford,Connecticut,56500.0,100608.0,22.25,40050.0,7073.12,72.47,28.16,104.8,96000.0,47123.12,3910.92,103623.12,104518.92,1.01,41.7661,-72.6834
5435,Network administrator,Private,Senior,Haverhill,Massachusetts,85000.0,109968.0,48.35,87030.0,6062.35,93.6,31.22,114.55,96000.0,93092.35,4494.96,178092.35,114462.96,0.64,42.7838,-71.0871
5436,Network administrator,Private,Senior,Brooklyn,New York,82500.0,93158.4,44.85,80730.0,6758.4,80.83,24.37,97.04,96000.0,87488.4,3601.92,169988.4,96760.32,0.57,40.6501,-73.9496
5437,Network administrator,Private,Mid,Washington,District of Columbia,98500.0,89000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,200145.12,92159.03,0.46,38.9047,-77.0163
5438,Network administrator,Private,Mid,Washington,District of Columbia,98500.0,101500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,200145.12,104659.03,0.52,38.9047,-77.0163
5439,Network administrator,Private,Mid,Milwaukee,Wisconsin,69000.0,75040.0,23.29,41922.0,3992.97,80.83,16.31,93.8,80000.0,45914.97,2731.44,114914.97,77771.44,0.68,43.0642,-87.9675
5440,Network administrator,Private,Mid,Sierra Vista,Arizona,50500.0,74560.0,27.25,49050.0,5693.03,75.34,15.2,93.2,80000.0,54743.03,2545.68,105243.03,77105.68,0.73,31.563,-110.3153
5441,Network administrator,Private,Mid,Philadelphia,Pennsylvania,79500.0,82720.0,38.14,68652.0,6843.04,84.33,17.6,103.4,80000.0,75495.04,2912.76,154995.04,85632.76,0.55,40.0077,-75.1339
5442,Network administrator,Private,Senior,Saratoga Springs,Utah,126000.0,95961.6,24.79,44622.0,4143.37,69.01,11.02,99.96,96000.0,48765.37,2018.28,174765.37,97979.88,0.56,40.345,-111.9154
5443,Network administrator,Private,Mid,Ithaca,New York,28500.0,81360.0,33.56,60408.0,6758.4,80.83,24.37,101.7,80000.0,67166.4,3601.92,95666.4,84961.92,0.89,42.4442,-76.5032
5444,Network administrator,Private,Senior,Phoenix,Arizona,51000.0,100128.0,26.61,47898.0,5119.48,75.34,15.2,104.3,96000.0,53017.48,2545.68,104017.48,102673.68,0.99,33.5722,-112.0892
5445,Network administrator,Private,Mid,Anchorage,Alaska,6500.0,102500.0,36.46,65628.0,4845.27,103.73,22.38,110.7,80000.0,70473.27,3661.8,76973.27,106161.8,1.38,61.1508,-149.1091
5446,Network administrator,Private,Senior,Oakland,California,165000.0,120720.0,51.74,93132.0,8415.01,80.83,30.55,125.75,96000.0,101547.01,4269.36,266547.01,124989.36,0.47,37.7904,-122.2166
5447,Network administrator,Private,Senior,Brentwood,Tennessee,92500.0,86774.4,31.76,57168.0,4096.03,80.83,13.04,90.39,96000.0,61264.03,2378.28,153764.03,89152.68,0.58,35.9918,-86.7758
5448,Network administrator,Private,Mid,Exton,Pennsylvania,76000.0,74760.0,23.76,42768.0,6024.26,84.33,17.6,93.45,80000.0,48792.26,2912.76,124792.26,77672.76,0.62,40.0307,-75.6303
5449,Network administrator,Private,Senior,Sunnyvale,California,172500.0,120720.0,82.35,148230.0,10354.08,80.83,30.55,125.75,96000.0,158584.08,4269.36,331084.08,124989.36,0.38,37.3836,-122.0255
5450,Network administrator,Private,Mid,Red Oak,Texas,69500.0,72840.0,27.45,49410.0,5151.54,80.83,15.32,91.05,80000.0,54561.54,2624.52,124061.54,75464.52,0.61,32.5212,-96.7866
5451,Network administrator,Private,Mid,Forsyth,Montana,58000.0,84320.0,36.46,65628.0,7073.12,123.37,11.87,105.4,80000.0,72701.12,2762.4,130701.12,87082.4,0.67,46.2669,-106.6749
5452,Network administrator,Private,Mid,Tempe,Arizona,66000.0,80312.0,27.45,49410.0,4251.53,75.34,15.2,100.39,80000.0,53661.53,2545.68,119661.53,82857.68,0.69,33.3881,-111.9319
5453,Network administrator,Private,Mid,Austin,Texas,74000.0,80500.0,41.81,75258.0,6365.46,80.83,15.32,106.6,80000.0,81623.46,2624.52,155623.46,83124.52,0.53,30.3005,-97.7522
5454,Network administrator,Private,Senior,Washington,District of Columbia,86500.0,115296.0,52.54,94572.0,7073.12,80.83,20.27,120.1,96000.0,101645.12,3159.03,188145.12,118455.03,0.63,38.9047,-77.0163
5455,Network administrator,Private,Mid,Indian Head,Maryland,101000.0,80896.0,26.17,47106.0,6001.22,75.44,18.15,101.12,80000.0,53107.22,2865.48,154107.22,83761.48,0.54,38.5987,-77.1555
5456,Network administrator,Private,Mid,Virginia Beach,Virginia,92500.0,79200.0,23.17,41706.0,5225.73,86.7,14.46,99.0,80000.0,46931.73,2602.08,139431.73,81802.08,0.59,36.7335,-76.0435
5457,Network administrator,Private,Senior,Boston,Massachusetts,131000.0,127296.0,65.72,118296.0,8589.18,93.6,31.22,132.6,96000.0,126885.18,4494.96,257885.18,131790.96,0.51,42.3188,-71.0852
5458,Network administrator,Private,Mid,,Ohio,80000.0,71040.0,20.56,37008.0,4054.52,80.83,15.98,88.8,80000.0,41062.52,2695.8,121062.52,73735.8,0.61,,
5459,Network administrator,Private,Senior,Des Plaines,Illinois,97500.0,84537.6,22.71,40878.0,7041.83,80.83,15.99,88.06,96000.0,47919.83,2696.88,145419.83,87234.48,0.6,42.0345,-87.9008
5460,Network administrator,Private,Senior,Brown Deer,Wisconsin,71000.0,87705.6,21.02,37836.0,4333.44,80.83,16.31,91.36,96000.0,42169.44,2731.44,113169.44,90437.04,0.8,43.1743,-87.975
5461,Network administrator,Private,Mid,Annapolis Junction,Maryland,137500.0,80896.0,26.17,47106.0,6001.22,75.44,18.15,101.12,80000.0,53107.22,2865.48,190607.22,83761.48,0.44,,
5462,Network administrator,Private,Mid,,Maryland,200000.0,80896.0,26.17,47106.0,6001.22,75.44,18.15,101.12,80000.0,53107.22,2865.48,253107.22,83761.48,0.33,,
5463,Network administrator,Private,Mid,Springfield,Virginia,73500.0,75768.0,24.47,44046.0,5590.44,86.7,14.46,94.71,80000.0,49636.44,2602.08,123136.44,78370.08,0.64,38.781,-77.1839
5464,Network administrator,Private,Mid,Vandenberg AFB,California,107500.0,100600.0,40.28,72504.0,7036.89,80.83,30.55,125.75,80000.0,79540.89,4269.36,187040.89,104869.36,0.56,34.7477,-120.519
5465,Network administrator,Private,Mid,Edwardsville,Illinois,68000.0,70448.0,23.79,42822.0,7041.83,80.83,15.99,88.06,80000.0,49863.83,2696.88,117863.83,73144.88,0.62,38.7922,-89.9874
5466,Network administrator,Private,Mid,Omaha,Nebraska,76500.0,74320.0,24.26,43668.0,4094.4,80.83,10.78,92.9,80000.0,47762.4,2134.2,124262.4,76454.2,0.62,41.2627,-96.0529
5467,Network administrator,Private,Mid,Little Rock,Arkansas,65500.0,70400.0,19.74,35532.0,3854.67,80.01,11.74,88.0,80000.0,39386.67,2228.04,104886.67,72628.04,0.69,34.7256,-92.3577
5468,Network administrator,Private,Mid,Charlotte,North Carolina,60000.0,24570.0,33.02,59436.0,5658.26,80.83,13.49,97.9,80000.0,65094.26,2426.88,125094.26,26996.88,0.22,35.2083,-80.8303
5469,Network administrator,Private,Mid,Fort Belvoir,Virginia,85500.0,75768.0,28.91,52038.0,5590.44,86.7,14.46,94.71,80000.0,57628.44,2602.08,143128.44,78370.08,0.55,38.7119,-77.1459
5470,Network administrator,Private,Mid,Cambridge,Massachusetts,89000.0,91640.0,48.35,87030.0,6062.35,93.6,31.22,114.55,80000.0,93092.35,4494.96,182092.35,96134.96,0.53,42.3759,-71.1185
5471,Network administrator,Private,Mid,Winchester,Virginia,93500.0,77760.0,28.91,52038.0,5590.44,86.7,14.46,97.2,80000.0,57628.44,2602.08,151128.44,80362.08,0.53,39.1735,-78.1746
5472,Network administrator,Private,Senior,Haverhill,Massachusetts,85000.0,109968.0,48.35,87030.0,6062.35,93.6,31.22,114.55,96000.0,93092.35,4494.96,178092.35,114462.96,0.64,42.7838,-71.0871
5473,Network administrator,Private,Mid,Loyalton,California,5500.0,100600.0,40.28,72504.0,7036.89,80.83,30.55,125.75,80000.0,79540.89,4269.36,85040.89,104869.36,1.23,39.6768,-120.2448
5474,Network administrator,Private,Mid,Birmingham,Alabama,62500.0,72560.0,21.76,39168.0,3577.96,74.1,14.91,90.7,80000.0,42745.96,2499.48,105245.96,75059.48,0.71,33.5279,-86.7971
5475,Network administrator,Private,Senior,Philadelphia,Pennsylvania,80000.0,99264.0,38.14,68652.0,6843.04,84.33,17.6,103.4,96000.0,75495.04,2912.76,155495.04,102176.76,0.66,40.0077,-75.1339
5476,Network administrator,Private,Senior,Portland,Oregon,124000.0,111840.0,28.45,51210.0,6557.06,72.27,14.12,116.5,96000.0,57767.06,2392.2,181767.06,114232.2,0.63,45.5371,-122.65
5477,Network administrator,Private,Mid,Melbourne,Florida,100000.0,79440.0,22.28,40104.0,4977.02,83.25,14.2,99.3,80000.0,45081.02,2532.6,145081.02,81972.6,0.57,28.1086,-80.6627
5478,Network administrator,Private,Senior,Watertown,Massachusetts,102000.0,109968.0,48.35,87030.0,6062.35,93.6,31.22,114.55,96000.0,93092.35,4494.96,195092.35,114462.96,0.59,,
5479,Network administrator,Private,Mid,Center,Texas,120000.0,72840.0,27.45,49410.0,5151.54,80.83,15.32,91.05,80000.0,54561.54,2624.52,174561.54,75464.52,0.43,31.793,-94.1795
5480,Network administrator,Private,Senior,Vandenberg AFB,California,88000.0,120720.0,40.28,72504.0,7036.89,80.83,30.55,125.75,96000.0,79540.89,4269.36,167540.89,124989.36,0.75,34.7477,-120.519
5481,Network administrator,Private,Senior,North Canton,Ohio,94000.0,85248.0,20.56,37008.0,4054.52,80.83,15.98,88.8,96000.0,41062.52,2695.8,135062.52,87943.8,0.65,40.8742,-81.3971
5482,Network administrator,Private,Senior,Salt Lake City,Utah,85500.0,101664.0,26.96,48528.0,4143.37,69.01,11.02,105.9,96000.0,52671.37,2018.28,138171.37,103682.28,0.75,40.7776,-111.9311
5483,Network administrator,Private,Senior,Renton,Washington,57180.0,102739.2,28.95,52110.0,6659.49,80.83,11.83,107.02,96000.0,58769.49,2247.6,115949.49,104986.8,0.91,47.4784,-122.1918
5484,Network administrator,Private,Senior,San Jose,California,154000.0,166560.0,45.99,82782.0,8394.62,80.83,30.55,173.5,96000.0,91176.62,4269.36,245176.62,170829.36,0.7,37.3012,-121.848
5485,Network administrator,Private,Senior,Carrollton,Texas,75500.0,87408.0,23.15,41670.0,5151.54,80.83,15.32,91.05,96000.0,46821.54,2624.52,122321.54,90032.52,0.74,32.989,-96.8999
5486,Network administrator,Private,Senior,Berea,Ohio,81000.0,85248.0,20.56,37008.0,4054.52,80.83,15.98,88.8,96000.0,41062.52,2695.8,122062.52,87943.8,0.72,41.3696,-81.8641
5487,Network administrator,Private,Senior,Plano,Texas,111500.0,87408.0,37.11,66798.0,7098.23,80.83,15.32,91.05,96000.0,73896.23,2624.52,185396.23,90032.52,0.49,33.0502,-96.7486
5488,Network administrator,Private,Senior,Sanborn,New York,92500.0,93158.4,33.56,60408.0,6758.4,80.83,24.37,97.04,96000.0,67166.4,3601.92,159666.4,96760.32,0.61,43.1451,-78.8777
5489,Network administrator,Private,Senior,Columbus,Ohio,112000.0,90144.0,21.28,38304.0,4562.82,80.83,15.98,93.9,96000.0,42866.82,2695.8,154866.82,92839.8,0.6,39.9862,-82.9855
5490,Network administrator,Private,Senior,San Antonio,Texas,160000.0,88992.0,27.34,49212.0,4251.07,80.83,15.32,92.7,96000.0,53463.07,2624.52,213463.07,91616.52,0.43,29.4632,-98.5238
5491,Network administrator,Private,Mid,Augusta,Georgia,114500.0,73280.0,23.66,42588.0,3281.58,80.83,13.49,91.6,80000.0,45869.58,2426.88,160369.58,75706.88,0.47,33.3645,-82.0708
5492,Network administrator,Private,Mid,Annapolis Junction,Maryland,185000.0,80896.0,26.17,47106.0,6001.22,75.44,18.15,101.12,80000.0,53107.22,2865.48,238107.22,83761.48,0.35,,
5493,Network administrator,Private,Mid,Chino,California,156000.0,100600.0,40.28,72504.0,7036.89,80.83,30.55,125.75,80000.0,79540.89,4269.36,235540.89,104869.36,0.45,33.9836,-117.6654
5494,Network administrator,Private,Mid,Boston,Massachusetts,135000.0,106080.0,65.72,118296.0,8589.18,93.6,31.22,132.6,80000.0,126885.18,4494.96,261885.18,110574.96,0.42,42.3188,-71.0852
5495,Network administrator,Private,Mid,Dulles,Virginia,116000.0,75768.0,28.91,52038.0,5590.44,86.7,14.46,94.71,80000.0,57628.44,2602.08,173628.44,78370.08,0.45,,
5496,Network administrator,Private,Senior,Irving,Texas,115500.0,87408.0,28.59,51462.0,5115.9,80.83,15.32,91.05,96000.0,56577.9,2624.52,172077.9,90032.52,0.52,32.8583,-96.9702
5497,Network administrator,Private,Senior,Cambridge,Massachusetts,118000.0,109968.0,48.35,87030.0,6062.35,93.6,31.22,114.55,96000.0,93092.35,4494.96,211092.35,114462.96,0.54,42.3759,-71.1185
5498,Network administrator,Private,Senior,Orlando,Florida,115500.0,97344.0,26.74,48132.0,4886.84,83.25,14.2,101.4,96000.0,53018.84,2532.6,168518.84,99876.6,0.59,28.4773,-81.337
5499,Network administrator,Private,Senior,Wright Patterson AFB,Ohio,101500.0,85248.0,20.56,37008.0,4054.52,80.83,15.98,88.8,96000.0,41062.52,2695.8,142562.52,87943.8,0.62,,
5500,Network administrator,Private,Mid,Orlando,Florida,100000.0,81120.0,26.74,48132.0,4886.84,83.25,14.2,101.4,80000.0,53018.84,2532.6,153018.84,83652.6,0.55,28.4773,-81.337
5501,Network administrator,Private,Mid,Fort Meade,Maryland,142500.0,80896.0,26.17,47106.0,6001.22,75.44,18.15,101.12,80000.0,53107.22,2865.48,195607.22,83761.48,0.43,39.1061,-76.7437
5502,Network administrator,Private,Senior,Berkeley,Missouri,129000.0,84259.2,21.59,38862.0,3937.23,72.8,11.57,87.77,96000.0,42799.23,2123.16,171799.23,86382.36,0.5,38.7439,-90.3361
5503,Network administrator,Private,Mid,Charlotte,North Carolina,106500.0,24570.0,33.02,59436.0,5658.26,80.83,13.49,97.9,80000.0,65094.26,2426.88,171594.26,26996.88,0.16,35.2083,-80.8303
5504,Network administrator,Private,Senior,Norfolk,Virginia,84000.0,90921.6,27.21,48978.0,4390.35,86.7,14.46,94.71,96000.0,53368.35,2602.08,137368.35,93523.68,0.68,36.8945,-76.259
5505,Network administrator,Private,Mid,San Francisco,California,85650.0,142880.0,62.2,111960.0,12650.66,80.83,30.55,178.6,80000.0,124610.66,4269.36,210260.66,147149.36,0.7,37.7558,-122.4449
5506,Network administrator,Private,Mid,Mobile,Alabama,20000.0,70640.0,16.12,29016.0,3861.89,74.1,14.91,88.3,80000.0,32877.89,2499.48,52877.89,73139.48,1.38,30.6782,-88.1162
5507,Network administrator,Private,Mid,Silver Spring,Maryland,117500.0,80896.0,31.38,56484.0,6001.22,75.44,18.15,101.12,80000.0,62485.22,2865.48,179985.22,83761.48,0.47,39.0028,-77.0207
5508,Network administrator,Private,Senior,Greenville,South Carolina,100500.0,91200.0,24.34,43812.0,7073.12,74.17,13.87,95.0,96000.0,50885.12,2388.0,151385.12,93588.0,0.62,34.8354,-82.3646
5509,Network administrator,Private,Senior,Lakewood,Colorado,119500.0,103968.0,23.16,41688.0,6540.05,80.83,15.16,108.3,96000.0,48228.05,2607.24,167728.05,106575.24,0.64,39.6977,-105.1172
5510,Network administrator,Private,Senior,Little Rock,Arkansas,97500.0,84480.0,19.74,35532.0,3854.67,80.01,11.74,88.0,96000.0,39386.67,2228.04,136886.67,86708.04,0.63,34.7256,-92.3577
5511,Network administrator,Private,Mid,Albuquerque,New Mexico,65500.0,74320.0,20.12,36216.0,4666.31,68.46,14.26,92.9,80000.0,40882.31,2361.6,106382.31,76681.6,0.72,35.1054,-106.6465
5512,Network administrator,Private,Senior,Quantico,Virginia,76000.0,90921.6,28.91,52038.0,5590.44,86.7,14.46,94.71,96000.0,57628.44,2602.08,133628.44,93523.68,0.7,38.5224,-77.2902
5513,Network administrator,Private,Senior,Elkridge,Maryland,145000.0,97075.2,26.17,47106.0,6001.22,75.44,18.15,101.12,96000.0,53107.22,2865.48,198107.22,99940.68,0.5,39.1941,-76.7428
5514,Network administrator,Private,Senior,McLean,Virginia,121000.0,90921.6,28.91,52038.0,5590.44,86.7,14.46,94.71,96000.0,57628.44,2602.08,178628.44,93523.68,0.52,38.9436,-77.1943
5515,Network administrator,Private,Senior,Walpole,Massachusetts,75000.0,109968.0,48.35,87030.0,6062.35,93.6,31.22,114.55,96000.0,93092.35,4494.96,168092.35,114462.96,0.68,,
5516,Network administrator,Private,Mid,Binghamton,New York,85000.0,74640.0,33.56,60408.0,6758.4,80.83,24.37,93.3,80000.0,67166.4,3601.92,152166.4,78241.92,0.51,42.1014,-75.9093
5517,Network administrator,Private,Senior,Corona,California,95000.0,120720.0,31.49,56682.0,6525.11,80.83,30.55,125.75,96000.0,63207.11,4269.36,158207.11,124989.36,0.79,33.8616,-117.5649
5518,Network administrator,Private,Senior,Panama City,Florida,81000.0,97824.0,31.24,56232.0,4977.02,83.25,14.2,101.9,96000.0,61209.02,2532.6,142209.02,100356.6,0.71,30.1995,-85.6003
5519,Network administrator,Private,Mid,Boulder,Colorado,97000.0,94960.0,28.32,50976.0,5740.88,80.83,15.16,118.7,80000.0,56716.88,2607.24,153716.88,97567.24,0.63,40.0248,-105.2524
5520,Network administrator,Private,Senior,Englewood,Colorado,102500.0,103968.0,23.53,42354.0,5740.88,80.83,15.16,108.3,96000.0,48094.88,2607.24,150594.88,106575.24,0.71,39.6468,-104.9942
5521,Network administrator,Private,Senior,Walnut Creek,California,35000.0,120720.0,39.35,70830.0,7036.89,80.83,30.55,125.75,96000.0,77866.89,4269.36,112866.89,124989.36,1.11,37.9024,-122.0399
5522,Network administrator,Private,Senior,Ventura,California,109000.0,126912.0,31.15,56070.0,7036.89,80.83,30.55,132.2,96000.0,63106.89,4269.36,172106.89,131181.36,0.76,,
5523,Network administrator,Private,Senior,Columbus,Ohio,91000.0,90144.0,21.28,38304.0,4562.82,80.83,15.98,93.9,96000.0,42866.82,2695.8,133866.82,92839.8,0.69,39.9862,-82.9855
5524,Network administrator,Private,Mid,Huntsville,Alabama,76000.0,73040.0,24.98,44964.0,4951.76,74.1,14.91,91.3,80000.0,49915.76,2499.48,125915.76,75539.48,0.6,34.6981,-86.6412
5525,Network administrator,Private,Mid,Rancho Cucamonga,California,28265.0,28265.0,25.61,46098.0,9002.36,80.83,30.55,125.75,80000.0,55100.36,4269.36,83365.36,32534.36,0.39,34.1247,-117.5667
5526,Network administrator,Private,Mid,Los Angeles,California,145500.0,112480.0,49.02,88236.0,6877.72,80.83,30.55,140.6,80000.0,95113.72,4269.36,240613.72,116749.36,0.49,34.1141,-118.4068
5527,Network administrator,Private,Mid,Chantilly,Virginia,162000.0,75768.0,23.77,42786.0,5590.44,86.7,14.46,94.71,80000.0,48376.44,2602.08,210376.44,78370.08,0.37,38.8868,-77.4453
5528,Network administrator,Private,Mid,Bedford,Massachusetts,107000.0,91640.0,48.35,87030.0,6062.35,93.6,31.22,114.55,80000.0,93092.35,4494.96,200092.35,96134.96,0.48,,
5529,Network administrator,Private,Senior,Huntsville,Alabama,160000.0,87648.0,24.98,44964.0,4951.76,74.1,14.91,91.3,96000.0,49915.76,2499.48,209915.76,90147.48,0.43,34.6981,-86.6412
5530,Network administrator,Private,Senior,Grand Rapids,Michigan,73000.0,89952.0,22.56,40608.0,3494.24,80.83,18.41,93.7,96000.0,44102.24,2958.24,117102.24,92910.24,0.79,42.9619,-85.6562
5531,Network administrator,Private,Senior,Plano,Texas,62500.0,87408.0,37.11,66798.0,7098.23,80.83,15.32,91.05,96000.0,73896.23,2624.52,136396.23,90032.52,0.66,33.0502,-96.7486
5532,Network administrator,Private,Senior,Georgetown,Texas,95500.0,87408.0,27.45,49410.0,5151.54,80.83,15.32,91.05,96000.0,54561.54,2624.52,150061.54,90032.52,0.6,30.666,-97.6966
5533,Network administrator,Private,Senior,Beavercreek,Ohio,99500.0,85248.0,20.56,37008.0,4054.52,80.83,15.98,88.8,96000.0,41062.52,2695.8,140562.52,87943.8,0.63,39.731,-84.0624
5534,Network administrator,Private,Mid,Huntsville,Texas,61000.0,72960.0,27.45,49410.0,5151.54,80.83,15.32,91.2,80000.0,54561.54,2624.52,115561.54,75584.52,0.65,30.7009,-95.5567
5535,Network administrator,Private,Mid,Lincoln,Nebraska,29030.0,75760.0,20.58,37044.0,3710.21,80.83,10.78,94.7,80000.0,40754.21,2134.2,69784.21,77894.2,1.12,40.8099,-96.6784
5536,Network administrator,Private,Mid,Washington,District of Columbia,61500.0,89000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,163145.12,92159.03,0.56,38.9047,-77.0163
5537,Network administrator,Private,Mid,Washington,District of Columbia,61500.0,101500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,163145.12,104659.03,0.64,38.9047,-77.0163
5538,Network administrator,Private,Mid,,New Jersey,32000.0,77000.0,31.19,56142.0,8059.16,82.79,19.49,103.4,80000.0,64201.16,3098.4,96201.16,80098.4,0.83,,
5539,Network administrator,Private,Mid,Aurora,Colorado,157500.0,86640.0,19.32,34776.0,6177.73,80.83,15.16,108.3,80000.0,40953.73,2607.24,198453.73,89247.24,0.45,39.7083,-104.7237
5540,Network administrator,Private,Mid,Washington,District of Columbia,101500.0,89000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,203145.12,92159.03,0.45,38.9047,-77.0163
5541,Network administrator,Private,Mid,Washington,District of Columbia,101500.0,101500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,203145.12,104659.03,0.52,38.9047,-77.0163
5542,Network administrator,Private,Senior,Plantation,Florida,127000.0,97209.6,29.69,53442.0,4977.02,83.25,14.2,101.26,96000.0,58419.02,2532.6,185419.02,99742.2,0.54,26.1259,-80.2617
5543,Network administrator,Private,Senior,Boston,Massachusetts,133000.0,127296.0,65.72,118296.0,8589.18,93.6,31.22,132.6,96000.0,126885.18,4494.96,259885.18,131790.96,0.51,42.3188,-71.0852
5544,Network administrator,Private,Mid,Hanover,Maryland,152000.0,80896.0,26.17,47106.0,6001.22,75.44,18.15,101.12,80000.0,53107.22,2865.48,205107.22,83761.48,0.41,,
5545,Network administrator,Private,Senior,Frisco,Texas,103000.0,87408.0,36.86,66348.0,10093.28,80.83,15.32,91.05,96000.0,76441.28,2624.52,179441.28,90032.52,0.5,33.156,-96.8216
5546,Network administrator,Private,Mid,Chesapeake,Virginia,123000.0,75768.0,22.72,40896.0,6265.8,86.7,14.46,94.71,80000.0,47161.8,2602.08,170161.8,78370.08,0.46,36.6778,-76.3023
5547,Network administrator,Private,Senior,Orange,California,115000.0,120720.0,29.76,53568.0,7036.89,80.83,30.55,125.75,96000.0,60604.89,4269.36,175604.89,124989.36,0.71,33.8038,-117.8218
5548,Network administrator,Private,Mid,San Mateo,California,138500.0,100600.0,63.68,114624.0,7036.89,80.83,30.55,125.75,80000.0,121660.89,4269.36,260160.89,104869.36,0.4,37.5522,-122.3121
5549,Network administrator,Private,Mid,Tampa,Florida,70500.0,81120.0,31.47,56646.0,5623.94,83.25,14.2,101.4,80000.0,62269.94,2532.6,132769.94,83652.6,0.63,27.9945,-82.4447
5550,Network administrator,Private,Senior,Seattle,Washington,116500.0,119616.0,43.13,77634.0,10361.54,80.83,11.83,124.6,96000.0,87995.54,2247.6,204495.54,121863.6,0.6,47.6211,-122.3244
5551,Network administrator,Private,Senior,Macon,Georgia,116500.0,83712.0,16.48,29664.0,5285.46,80.83,13.49,87.2,96000.0,34949.46,2426.88,151449.46,86138.88,0.57,32.8065,-83.6974
5552,Network administrator,Private,Mid,Nellis AFB,Nevada,97000.0,82960.0,26.63,47934.0,5059.37,80.83,14.88,103.7,80000.0,52993.37,2577.0,149993.37,85537.0,0.57,36.2466,-115.0571
5553,Network administrator,Private,Mid,Washington,District of Columbia,20000.0,89000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,121645.12,92159.03,0.76,38.9047,-77.0163
5554,Network administrator,Private,Mid,Washington,District of Columbia,20000.0,101500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,80000.0,101645.12,3159.03,121645.12,104659.03,0.86,38.9047,-77.0163
5555,Network administrator,Private,Mid,Annapolis Junction,Maryland,149500.0,80896.0,26.17,47106.0,6001.22,75.44,18.15,101.12,80000.0,53107.22,2865.48,202607.22,83761.48,0.41,,
5556,Network administrator,Private,Mid,Phoenix,Arizona,61000.0,155000.0,26.61,47898.0,5119.48,75.34,15.2,104.3,80000.0,53017.48,2545.68,114017.48,157545.68,1.38,33.5722,-112.0892
5557,Network administrator,Private,Mid,Aurora,Colorado,126000.0,86640.0,19.32,34776.0,6177.73,80.83,15.16,108.3,80000.0,40953.73,2607.24,166953.73,89247.24,0.53,39.7083,-104.7237
5558,Network administrator,Private,Senior,Leavenworth,Kansas,94000.0,83856.0,22.91,41238.0,4429.11,80.83,13.85,87.35,96000.0,45667.11,2465.76,139667.11,86321.76,0.62,39.3239,-94.924
5559,Network administrator,Private,Senior,Annapolis Junction,Maryland,185000.0,97075.2,26.17,47106.0,6001.22,75.44,18.15,101.12,96000.0,53107.22,2865.48,238107.22,99940.68,0.42,,
5560,Network administrator,Private,Senior,Little Ferry,New Jersey,60000.0,99264.0,31.19,56142.0,8059.16,82.79,19.49,103.4,96000.0,64201.16,3098.4,124201.16,102362.4,0.82,40.8464,-74.0388
5561,Network administrator,Private,Senior,Herndon,Virginia,137000.0,90921.6,29.67,53406.0,5590.44,86.7,14.46,94.71,96000.0,58996.44,2602.08,195996.44,93523.68,0.48,38.9699,-77.3867
5562,Network administrator,Private,Senior,Bethesda,Maryland,125500.0,97075.2,36.91,66438.0,6001.22,75.44,18.15,101.12,96000.0,72439.22,2865.48,197939.22,99940.68,0.5,38.9866,-77.1188
5563,Network administrator,Private,Senior,New York,New York,125000.0,122880.0,33.56,60408.0,10831.74,80.83,24.37,128.0,96000.0,71239.74,3601.92,196239.74,126481.92,0.64,40.6943,-73.9249
5564,Network administrator,Private,Mid,Oak Harbor,Washington,169000.0,100160.0,31.45,56610.0,6659.49,80.83,11.83,125.2,80000.0,63269.49,2247.6,232269.49,102407.6,0.44,48.2964,-122.6333
