Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
Security analyst,Private,Mid,Allendale,Michigan,61000.0,85348.0,21.42,38556.0,3880.78,80.83,18.41,89.84,95000.0,42436.78,2958.24,103436.78,88306.24,0.85
Security analyst,Private,Mid,Chantilly,Virginia,170000.0,89974.5,23.77,42786.0,5590.44,86.7,14.46,94.71,95000.0,48376.44,2602.08,218376.44,92576.58,0.42
Security analyst,Private,Senior,New York,New York,122000.0,152000.0,33.56,60408.0,10831.74,80.83,24.37,128.0,114000.0,71239.74,3601.92,193239.74,155601.92,0.81
Security analyst,Private,Senior,New York,New York,122000.0,150000.0,33.56,60408.0,10831.74,80.83,24.37,128.0,114000.0,71239.74,3601.92,193239.74,153601.92,0.79
Security analyst,Private,Mid,San Antonio,Texas,190000.0,88065.0,27.34,49212.0,4251.07,80.83,15.32,92.7,95000.0,53463.07,2624.52,243463.07,90689.52,0.37
Security analyst,Private,Mid,Boise,Idaho,97500.0,90221.5,21.3,38340.0,4351.75,64.88,10.97,94.97,95000.0,42691.75,1963.32,140191.75,92184.82,0.66
Security analyst,Private,Mid,Tempe,Arizona,69500.0,95370.5,27.45,49410.0,4251.53,75.34,15.2,100.39,95000.0,53661.53,2545.68,123161.53,97916.18,0.8
Security analyst,Private,Mid,Dallas,Texas,100000.0,85000.0,26.83,48294.0,5360.48,80.83,15.32,98.5,95000.0,53654.48,2624.52,153654.48,87624.52,0.57
Security analyst,Private,Senior,Houston,Texas,105000.0,109212.0,31.12,56016.0,5245.46,80.83,15.32,95.8,114000.0,61261.46,2624.52,166261.46,111836.52,0.67
Security analyst,Private,Mid,Reston,Virginia,80000.0,89974.5,30.21,54378.0,5590.44,86.7,14.46,94.71,95000.0,59968.44,2602.08,139968.44,92576.58,0.66
Security analyst,Private,Senior,Washington,District of Columbia,157500.0,107500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,114000.0,101645.12,3159.03,259145.12,110659.03,0.43
Security analyst,Private,Mid,Fairfax,Virginia,110000.0,89974.5,29.26,52668.0,5590.44,86.7,14.46,94.71,95000.0,58258.44,2602.08,168258.44,92576.58,0.55
Security analyst,Private,Mid,Florham Park,New Jersey,107500.0,98230.0,28.52,51336.0,8059.16,82.79,19.49,103.4,95000.0,59395.16,3098.4,166895.16,101328.4,0.61
Security analyst,Private,Mid,O'Fallon,Illinois,100000.0,83657.0,23.79,42822.0,7041.83,80.83,15.99,88.06,95000.0,49863.83,2696.88,149863.83,86353.88,0.58
Security analyst,Private,Mid,Mission Viejo,California,11000.0,119462.5,40.28,72504.0,7036.89,80.83,30.55,125.75,95000.0,79540.89,4269.36,90540.89,123731.86,1.37
Security analyst,Private,Mid,Austin,Texas,9000.0,167000.0,41.81,75258.0,6365.46,80.83,15.32,106.6,95000.0,81623.46,2624.52,90623.46,169624.52,1.87
Security analyst,Private,Mid,Hartford,Connecticut,115500.0,99560.0,22.25,40050.0,7073.12,72.47,28.16,104.8,95000.0,47123.12,3910.92,162623.12,103470.92,0.64
Security analyst,Private,Mid,Fort Meade,Maryland,100000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,153107.22,98929.48,0.65
Security analyst,Private,Mid,Jacksonville,Florida,68500.0,94050.0,22.64,40752.0,4540.98,83.25,14.2,99.0,95000.0,45292.98,2532.6,113792.98,96582.6,0.85
Security analyst,Private,Mid,Washington,District of Columbia,134500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,236145.12,100159.03,0.42
Security analyst,Private,Mid,Washington,District of Columbia,134500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,236145.12,122159.03,0.52
Security analyst,Private,Senior,San Francisco,California,150000.0,203604.0,62.2,111960.0,12650.66,80.83,30.55,178.6,114000.0,124610.66,4269.36,274610.66,207873.36,0.76
Security analyst,Private,Mid,Bend,Oregon,110000.0,110105.0,24.32,43776.0,5185.42,72.27,14.12,115.9,95000.0,48961.42,2392.2,158961.42,112497.2,0.71
Security analyst,Private,Mid,Lititz,Pennsylvania,74500.0,88777.5,28.6,51480.0,6024.26,84.33,17.6,93.45,95000.0,57504.26,2912.76,132004.26,91690.26,0.69
Security analyst,Private,Mid,New York,New York,155000.0,206500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,95000.0,71239.74,3601.92,226239.74,210101.92,0.93
Security analyst,Private,Mid,Chantilly,Virginia,70000.0,89974.5,23.77,42786.0,5590.44,86.7,14.46,94.71,95000.0,48376.44,2602.08,118376.44,92576.58,0.78
Security analyst,Private,Mid,Columbus,Ohio,47500.0,89205.0,21.28,38304.0,4562.82,80.83,15.98,93.9,95000.0,42866.82,2695.8,90366.82,91900.8,1.02
Security analyst,Private,Mid,Hawthorne,California,107500.0,119462.5,40.28,72504.0,7036.89,80.83,30.55,125.75,95000.0,79540.89,4269.36,187040.89,123731.86,0.66
Security analyst,Private,Mid,Colorado Springs,Colorado,134500.0,97090.0,22.25,40050.0,4572.31,80.83,15.16,102.2,95000.0,44622.31,2607.24,179122.31,99697.24,0.56
Security analyst,Private,Mid,New York,New York,122500.0,206500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,95000.0,71239.74,3601.92,193739.74,210101.92,1.08
Security analyst,Private,Mid,Harrisburg,Pennsylvania,85500.0,69500.0,19.48,35064.0,6024.26,84.33,17.6,95.8,95000.0,41088.26,2912.76,126588.26,72412.76,0.57
Security analyst,Private,Mid,Elizabeth City,North Carolina,58000.0,86545.0,27.48,49464.0,4979.85,80.83,13.49,91.1,95000.0,54443.85,2426.88,112443.85,88971.88,0.79
Security analyst,Private,Mid,Irving,Texas,166500.0,86497.5,28.59,51462.0,5115.9,80.83,15.32,91.05,95000.0,56577.9,2624.52,223077.9,89122.02,0.4
Security analyst,Private,Mid,Glen Rock,New Jersey,55000.0,98230.0,31.19,56142.0,8059.16,82.79,19.49,103.4,95000.0,64201.16,3098.4,119201.16,101328.4,0.85
Security analyst,Private,Mid,Washington,District of Columbia,92500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,194145.12,100159.03,0.52
Security analyst,Private,Mid,Washington,District of Columbia,92500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,194145.12,122159.03,0.63
Security analyst,Private,Mid,Wichita,Kansas,18000.0,82460.0,18.33,32994.0,3524.25,80.83,13.85,86.8,95000.0,36518.25,2465.76,54518.25,84925.76,1.56
Security analyst,Private,Mid,Spartanburg,South Carolina,82500.0,86450.0,27.08,48744.0,7073.12,74.17,13.87,91.0,95000.0,55817.12,2388.0,138317.12,88838.0,0.64
Security analyst,Private,Mid,Eugene,Oregon,69500.0,102980.0,19.14,34452.0,4261.13,72.27,14.12,108.4,95000.0,38713.13,2392.2,108213.13,105372.2,0.97
Security analyst,Private,Mid,Far Rockaway,New York,85000.0,92188.0,33.56,60408.0,6758.4,80.83,24.37,97.04,95000.0,67166.4,3601.92,152166.4,95789.92,0.63
Security analyst,Private,Mid,Irvine,California,103500.0,119462.5,34.67,62406.0,9010.54,80.83,30.55,125.75,95000.0,71416.54,4269.36,174916.54,123731.86,0.71
Security analyst,Private,Senior,Northbrook,Illinois,115500.0,100388.4,27.82,50076.0,7041.83,80.83,15.99,88.06,114000.0,57117.83,2696.88,172617.83,103085.28,0.6
Security analyst,Private,Mid,New York,New York,107500.0,206500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,95000.0,71239.74,3601.92,178739.74,210101.92,1.18
Security analyst,Private,Mid,Camden,New Jersey,59500.0,98230.0,31.19,56142.0,8059.16,82.79,19.49,103.4,95000.0,64201.16,3098.4,123701.16,101328.4,0.82
Security analyst,Private,Mid,Marlette,Michigan,88500.0,85348.0,21.42,38556.0,3880.78,80.83,18.41,89.84,95000.0,42436.78,2958.24,130936.78,88306.24,0.67
Security analyst,Private,Mid,Wall Township,New Jersey,36290.0,98230.0,31.19,56142.0,8059.16,82.79,19.49,103.4,95000.0,64201.16,3098.4,100491.16,101328.4,1.01
Security analyst,Private,Mid,Columbus,Ohio,42500.0,89205.0,21.28,38304.0,4562.82,80.83,15.98,93.9,95000.0,42866.82,2695.8,85366.82,91900.8,1.08
Security analyst,Private,Mid,Nashville,Tennessee,96000.0,125000.0,30.46,54828.0,5088.14,80.83,13.04,100.1,95000.0,59916.14,2378.28,155916.14,127378.28,0.82
Security analyst,Private,Mid,Salt Lake City,Utah,85000.0,100605.0,26.96,48528.0,4143.37,69.01,11.02,105.9,95000.0,52671.37,2018.28,137671.37,102623.28,0.75
Security analyst,Private,Mid,Livermore,California,213000.0,119462.5,40.28,72504.0,7036.89,80.83,30.55,125.75,95000.0,79540.89,4269.36,292540.89,123731.86,0.42
Security analyst,Private,Mid,Pittsburgh,Pennsylvania,78000.0,88445.0,25.92,46656.0,5205.47,84.33,17.6,93.1,95000.0,51861.47,2912.76,129861.47,91357.76,0.7
Security analyst,Private,Mid,Mountain View,California,185000.0,119462.5,91.99,165582.0,7036.89,80.83,30.55,125.75,95000.0,172618.89,4269.36,357618.89,123731.86,0.35
Security analyst,Private,Senior,Minneapolis,Minnesota,94500.0,120156.0,30.87,55566.0,5694.89,68.66,14.05,105.4,114000.0,61260.89,2341.32,155760.89,122497.32,0.79
Security analyst,Private,Mid,Westchester,Illinois,96000.0,83657.0,23.79,42822.0,7041.83,80.83,15.99,88.06,95000.0,49863.83,2696.88,145863.83,86353.88,0.59
Security analyst,Private,Mid,Fort Belvoir,Virginia,120000.0,81000.0,28.91,52038.0,5590.44,86.7,14.46,94.71,95000.0,57628.44,2602.08,177628.44,83602.08,0.47
Security analyst,Private,Mid,Fort Belvoir,Virginia,120000.0,101500.0,28.91,52038.0,5590.44,86.7,14.46,94.71,95000.0,57628.44,2602.08,177628.44,104102.08,0.59
Security analyst,Private,Mid,Lubbock,Texas,74500.0,84360.0,27.45,49410.0,2832.15,80.83,15.32,88.8,95000.0,52242.15,2624.52,126742.15,86984.52,0.69
Security analyst,Private,Senior,Ridgecrest,California,40000.0,143355.0,40.28,72504.0,7036.89,80.83,30.55,125.75,114000.0,79540.89,4269.36,119540.89,147624.36,1.23
Security analyst,Private,Mid,Austin,Texas,30355.000000000000,167000.0,41.81,75258.0,6365.46,80.83,15.32,106.6,95000.0,81623.46,2624.52,111978.46,169624.52,1.51
Security analyst,Private,Mid,Boise,Idaho,82000.0,90221.5,21.3,38340.0,4351.75,64.88,10.97,94.97,95000.0,42691.75,1963.32,124691.75,92184.82,0.74
Security analyst,Private,Mid,,Texas,74000.0,86497.5,27.45,49410.0,5151.54,80.83,15.32,91.05,95000.0,54561.54,2624.52,128561.54,89122.02,0.69
Security analyst,Private,Senior,Washington,District of Columbia,137500.0,107500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,114000.0,101645.12,3159.03,239145.12,110659.03,0.46
Security analyst,Private,Senior,McLean,Virginia,110000.0,107969.4,28.91,52038.0,5590.44,86.7,14.46,94.71,114000.0,57628.44,2602.08,167628.44,110571.48,0.66
Security analyst,Private,Senior,Los Angeles,California,150000.0,160284.0,49.02,88236.0,6877.72,80.83,30.55,140.6,114000.0,95113.72,4269.36,245113.72,164553.36,0.67
Security analyst,Private,Senior,Indianapolis,Indiana,104500.0,102828.0,20.84,37512.0,4670.34,80.83,14.42,90.2,114000.0,42182.34,2527.32,146682.34,105355.32,0.72
Security analyst,Private,Mid,Washington,District of Columbia,77500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,179145.12,100159.03,0.56
Security analyst,Private,Mid,Washington,District of Columbia,77500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,179145.12,122159.03,0.68
Security analyst,Private,Mid,Plano,Texas,80000.0,86497.5,37.11,66798.0,7098.23,80.83,15.32,91.05,95000.0,73896.23,2624.52,153896.23,89122.02,0.58
Security analyst,Private,Mid,Irvine,California,146500.0,119462.5,34.67,62406.0,9010.54,80.83,30.55,125.75,95000.0,71416.54,4269.36,217916.54,123731.86,0.57
Security analyst,Private,Mid,Chantilly,Virginia,104000.0,89974.5,23.77,42786.0,5590.44,86.7,14.46,94.71,95000.0,48376.44,2602.08,152376.44,92576.58,0.61
Security analyst,Private,Mid,Ontario,New York,97000.0,92188.0,33.56,60408.0,6758.4,80.83,24.37,97.04,95000.0,67166.4,3601.92,164166.4,95789.92,0.58
Security analyst,Private,Mid,Statesville,North Carolina,71000.0,87248.0,27.48,49464.0,4979.85,80.83,13.49,91.84,95000.0,54443.85,2426.88,125443.85,89674.88,0.71
Security analyst,Private,Mid,Chantilly,Virginia,81500.0,89974.5,23.77,42786.0,5590.44,86.7,14.46,94.71,95000.0,48376.44,2602.08,129876.44,92576.58,0.71
Security analyst,Private,Mid,Charleston,South Carolina,83500.0,96615.0,34.93,62874.0,7073.12,74.17,13.87,101.7,95000.0,69947.12,2388.0,153447.12,99003.0,0.65
Security analyst,Private,Mid,New Hartford,New York,103000.0,92188.0,33.56,60408.0,6758.4,80.83,24.37,97.04,95000.0,67166.4,3601.92,170166.4,95789.92,0.56
Security analyst,Private,Mid,Libby,Montana,33805.0,100130.0,36.46,65628.0,7073.12,123.37,11.87,105.4,95000.0,72701.12,2762.4,106506.12,102892.4,0.97
Security analyst,Private,Mid,Minneapolis,Minnesota,87000.0,100130.0,30.87,55566.0,5694.89,68.66,14.05,105.4,95000.0,61260.89,2341.32,148260.89,102471.32,0.69
Security analyst,Private,Mid,New York,New York,169000.0,206500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,95000.0,71239.74,3601.92,240239.74,210101.92,0.87
Security analyst,Private,Senior,Erlanger,Kentucky,102000.0,100525.2,19.69,35442.0,4469.83,79.56,13.28,88.18,114000.0,39911.83,2388.96,141911.83,102914.16,0.73
Security analyst,Private,Senior,Amherst,Massachusetts,120000.0,130587.0,48.35,87030.0,6062.35,93.6,31.22,114.55,114000.0,93092.35,4494.96,213092.35,135081.96,0.63
Security analyst,Private,Senior,Trenton,New Jersey,103000.0,103000.0,31.19,56142.0,8059.16,82.79,19.49,104.3,114000.0,64201.16,3098.4,167201.16,106098.4,0.63
Security analyst,Private,Mid,College Park,Maryland,118000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,171107.22,98929.48,0.58
Security analyst,Private,Mid,West Columbia,South Carolina,76000.0,88739.5,27.08,48744.0,7073.12,74.17,13.87,93.41,95000.0,55817.12,2388.0,131817.12,91127.5,0.69
Security analyst,Private,Mid,Springfield,Virginia,150000.0,89974.5,24.47,44046.0,5590.44,86.7,14.46,94.71,95000.0,49636.44,2602.08,199636.44,92576.58,0.46
Security analyst,Private,Mid,Orlando,Florida,118500.0,96330.0,26.74,48132.0,4886.84,83.25,14.2,101.4,95000.0,53018.84,2532.6,171518.84,98862.6,0.58
Security analyst,Private,Mid,Plano,Texas,206000.0,86497.5,37.11,66798.0,7098.23,80.83,15.32,91.05,95000.0,73896.23,2624.52,279896.23,89122.02,0.32
Security analyst,Private,Mid,Mason,Ohio,35000.0,84360.0,20.56,37008.0,4054.52,80.83,15.98,88.8,95000.0,41062.52,2695.8,76062.52,87055.8,1.14
Security analyst,Private,Mid,Redwood City,California,24000.0,119462.5,82.53,148554.0,7036.89,80.83,30.55,125.75,95000.0,155590.89,4269.36,179590.89,123731.86,0.69
Security analyst,Private,Mid,Alameda,California,128500.0,119462.5,40.28,72504.0,7036.89,80.83,30.55,125.75,95000.0,79540.89,4269.36,208040.89,123731.86,0.59
Security analyst,Private,Mid,Fort Worth,Texas,55000.0,86497.5,27.16,48888.0,5579.72,80.83,15.32,91.05,95000.0,54467.72,2624.52,109467.72,89122.02,0.81
Security analyst,Private,Mid,Westlake,Texas,154500.0,86497.5,27.45,49410.0,5151.54,80.83,15.32,91.05,95000.0,54561.54,2624.52,209061.54,89122.02,0.43
Security analyst,Private,Mid,Las Vegas,Nevada,76500.0,95665.0,30.23,54414.0,5392.82,80.83,14.88,100.7,95000.0,59806.82,2577.0,136306.82,98242.0,0.72
Security analyst,Private,Mid,Wheat Ridge,Colorado,75000.0,102885.0,25.38,45684.0,5740.88,80.83,15.16,108.3,95000.0,51424.88,2607.24,126424.88,105492.24,0.83
Security analyst,Private,Mid,Crownsville,Maryland,49000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,102107.22,98929.48,0.97
Security analyst,Private,Mid,Chicago,Illinois,46770.00000000000,95095.0,34.16,61488.0,8319.68,80.83,15.99,100.1,95000.0,69807.68,2696.88,116577.68,97791.88,0.84
Security analyst,Private,Mid,Arlington,Virginia,145500.0,89974.5,41.96,75528.0,5590.44,86.7,14.46,94.71,95000.0,81118.44,2602.08,226618.44,92576.58,0.41
Security analyst,Private,Mid,Albany,New York,100500.0,95095.0,19.46,35028.0,6758.4,80.83,24.37,100.1,95000.0,41786.4,3601.92,142286.4,98696.92,0.69
Security analyst,Private,Mid,Annapolis Junction,Maryland,190000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,243107.22,98929.48,0.41
Security analyst,Private,Senior,Charlotte,North Carolina,175000.0,111606.0,33.02,59436.0,5658.26,80.83,13.49,97.9,114000.0,65094.26,2426.88,240094.26,114032.88,0.47
Security analyst,Private,Mid,Riverwoods,Illinois,145500.0,83657.0,23.79,42822.0,7041.83,80.83,15.99,88.06,95000.0,49863.83,2696.88,195363.83,86353.88,0.44
Security analyst,Private,Mid,Boston,Massachusetts,116500.0,125970.0,65.72,118296.0,8589.18,93.6,31.22,132.6,95000.0,126885.18,4494.96,243385.18,130464.96,0.54
Security analyst,Private,Mid,Washington,District of Columbia,150500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,252145.12,100159.03,0.4
Security analyst,Private,Mid,Washington,District of Columbia,150500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,252145.12,122159.03,0.48
Security analyst,Private,Mid,Salt Lake City,Utah,81500.0,100605.0,26.96,48528.0,4143.37,69.01,11.02,105.9,95000.0,52671.37,2018.28,134171.37,102623.28,0.76
Security analyst,Private,Mid,Irving,Texas,140500.0,86497.5,28.59,51462.0,5115.9,80.83,15.32,91.05,95000.0,56577.9,2624.52,197077.9,89122.02,0.45
Security analyst,Private,Mid,Lanham,Maryland,150000.0,96064.0,19.44,34992.0,6001.22,75.44,18.15,101.12,95000.0,40993.22,2865.48,190993.22,98929.48,0.52
Security analyst,Private,Mid,Edinburg,Texas,51000.0,86497.5,27.45,49410.0,5151.54,80.83,15.32,91.05,95000.0,54561.54,2624.52,105561.54,89122.02,0.84
Security analyst,Private,Mid,Richmond,Virginia,85000.0,94240.0,23.34,42012.0,4570.38,86.7,14.46,99.2,95000.0,46582.38,2602.08,131582.38,96842.08,0.74
Security analyst,Private,Mid,,Virginia,97000.0,89974.5,28.91,52038.0,5590.44,86.7,14.46,94.71,95000.0,57628.44,2602.08,154628.44,92576.58,0.6
Security analyst,Private,Mid,O Fallon,Missouri,130000.0,83381.5,21.59,38862.0,3937.23,72.8,11.57,87.77,95000.0,42799.23,2123.16,172799.23,85504.66,0.49
Security analyst,Private,Mid,Cincinnati,Ohio,72000.0,87780.0,18.83,33894.0,4560.93,80.83,15.98,92.4,95000.0,38454.93,2695.8,110454.93,90475.8,0.82
Security analyst,Private,Mid,El Segundo,California,106000.0,119462.5,48.97,88146.0,7036.89,80.83,30.55,125.75,95000.0,95182.89,4269.36,201182.89,123731.86,0.62
Security analyst,Private,Mid,Mission Viejo,California,11000.0,119462.5,40.28,72504.0,7036.89,80.83,30.55,125.75,95000.0,79540.89,4269.36,90540.89,123731.86,1.37
Security analyst,Private,Mid,Riverside,Rhode Island,50000.0,105212.5,30.88,55584.0,4872.75,80.83,25.31,110.75,95000.0,60456.75,3703.44,110456.75,108915.94,0.99
Security analyst,Private,Mid,Washington,District of Columbia,73500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,175145.12,100159.03,0.57
Security analyst,Private,Mid,Washington,District of Columbia,73500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,175145.12,122159.03,0.7
Security analyst,Private,Mid,Washington,District of Columbia,122500.0,97000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,224145.12,100159.03,0.45
Security analyst,Private,Mid,Washington,District of Columbia,122500.0,119000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,95000.0,101645.12,3159.03,224145.12,122159.03,0.54
Security analyst,Private,Senior,Miami,Florida,115500.0,125514.0,49.18,88524.0,4541.57,83.25,14.2,110.1,114000.0,93065.57,2532.6,208565.57,128046.6,0.61
Security analyst,Private,Mid,Bakersfield,California,9000.0,97755.0,26.53,47754.0,5216.85,80.83,30.55,102.9,95000.0,52970.85,4269.36,61970.85,102024.36,1.65
Security analyst,Private,Mid,Columbia,Maryland,144000.0,96064.0,25.01,45018.0,6001.22,75.44,18.15,101.12,95000.0,51019.22,2865.48,195019.22,98929.48,0.51
Security analyst,Private,Mid,Shaw AFB,South Carolina,66000.0,88739.5,27.08,48744.0,7073.12,74.17,13.87,93.41,95000.0,55817.12,2388.0,121817.12,91127.5,0.75
Security analyst,Private,Mid,Eagan,Minnesota,102000.0,93204.5,21.35,38430.0,5231.86,68.66,14.05,98.11,95000.0,43661.86,2341.32,145661.86,95545.82,0.66
Security analyst,Private,Mid,Big Rapids,Michigan,50000.0,85348.0,21.42,38556.0,3880.78,80.83,18.41,89.84,95000.0,42436.78,2958.24,92436.78,88306.24,0.96
Security analyst,Private,Mid,Columbus,Ohio,27290.0,89205.0,21.28,38304.0,4562.82,80.83,15.98,93.9,95000.0,42866.82,2695.8,70156.82,91900.8,1.31
Security analyst,Private,Mid,Dallas,Texas,135000.0,85000.0,26.83,48294.0,5360.48,80.83,15.32,98.5,95000.0,53654.48,2624.52,188654.48,87624.52,0.46
Security analyst,Private,Mid,Savannah,Georgia,70000.0,92435.0,23.66,42588.0,5285.46,80.83,13.49,97.3,95000.0,47873.46,2426.88,117873.46,94861.88,0.8
Security analyst,Private,Mid,New York,New York,206500.0,206500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,95000.0,71239.74,3601.92,277739.74,210101.92,0.76
Security analyst,Private,Mid,Baraboo,Wisconsin,79000.0,86792.0,21.02,37836.0,4333.44,80.83,16.31,91.36,95000.0,42169.44,2731.44,121169.44,89523.44,0.74
Security analyst,Private,Senior,Salisbury,Maryland,121000.0,117648.0,26.17,47106.0,6001.22,75.44,18.15,103.2,114000.0,53107.22,2865.48,174107.22,120513.48,0.69
Security analyst,Private,Mid,Seattle,Washington,110000.0,118370.0,43.13,77634.0,10361.54,80.83,11.83,124.6,95000.0,87995.54,2247.6,197995.54,120617.6,0.61
Security analyst,Private,Senior,Lanham,Maryland,152500.0,115276.8,19.44,34992.0,6001.22,75.44,18.15,101.12,114000.0,40993.22,2865.48,193493.22,118142.28,0.61
Security analyst,Private,Senior,Omaha,Nebraska,157000.0,105906.0,24.26,43668.0,4094.4,80.83,10.78,92.9,114000.0,47762.4,2134.2,204762.4,108040.2,0.53
Security analyst,Private,Mid,Suitland,Maryland,100000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,153107.22,98929.48,0.65
Security analyst,Private,Mid,Jacksonville,Florida,84500.0,94050.0,22.64,40752.0,4540.98,83.25,14.2,99.0,95000.0,45292.98,2532.6,129792.98,96582.6,0.74
Security analyst,Private,Senior,Kirkland,Washington,187500.0,122002.8,39.23,70614.0,6659.49,80.83,11.83,107.02,114000.0,77273.49,2247.6,264773.49,124250.4,0.47
Security analyst,Private,Mid,Charlotte,North Carolina,135000.0,93005.0,33.02,59436.0,5658.26,80.83,13.49,97.9,95000.0,65094.26,2426.88,200094.26,95431.88,0.48
Security analyst,Private,Mid,Irving,Texas,111500.0,86497.5,28.59,51462.0,5115.9,80.83,15.32,91.05,95000.0,56577.9,2624.52,168077.9,89122.02,0.53
Security analyst,Private,Mid,Chicago,Illinois,107500.0,95095.0,34.16,61488.0,8319.68,80.83,15.99,100.1,95000.0,69807.68,2696.88,177307.68,97791.88,0.55
Security analyst,Private,Mid,Colorado Springs,Colorado,110000.0,97090.0,22.25,40050.0,4572.31,80.83,15.16,102.2,95000.0,44622.31,2607.24,154622.31,99697.24,0.64
Security analyst,Private,Senior,,Virginia,110000.0,107969.4,28.91,52038.0,5590.44,86.7,14.46,94.71,114000.0,57628.44,2602.08,167628.44,110571.48,0.66
Security analyst,Private,Mid,Commerce City,Colorado,99500.0,102885.0,25.38,45684.0,5740.88,80.83,15.16,108.3,95000.0,51424.88,2607.24,150924.88,105492.24,0.7
Security analyst,Private,Mid,San Jose,California,220000.0,164825.0,45.99,82782.0,8394.62,80.83,30.55,173.5,95000.0,91176.62,4269.36,311176.62,169094.36,0.54
Security analyst,Private,Senior,Morrisville,North Carolina,53770.00000000000,104697.6,29.77,53586.0,4979.85,80.83,13.49,91.84,114000.0,58565.85,2426.88,112335.85,107124.48,0.95
Security analyst,Private,Mid,Chantilly,Virginia,212500.0,89974.5,23.77,42786.0,5590.44,86.7,14.46,94.71,95000.0,48376.44,2602.08,260876.44,92576.58,0.35
Security analyst,Private,Mid,Charlottesville,Virginia,105000.0,96995.0,28.91,52038.0,5590.44,86.7,14.46,102.1,95000.0,57628.44,2602.08,162628.44,99597.08,0.61
Security analyst,Private,Mid,Camp Smith,Hawaii,64000.0,146841.5,37.48,67464.0,5029.32,63.18,42.34,154.57,95000.0,72493.32,5330.88,136493.32,152172.38,1.11
Security analyst,Private,Mid,Foster City,California,121000.0,119462.5,66.06,118908.0,7036.89,80.83,30.55,125.75,95000.0,125944.89,4269.36,246944.89,123731.86,0.5
Security analyst,Private,Mid,Rochester,New York,70000.0,91770.0,21.48,38664.0,3519.92,80.83,24.37,96.6,95000.0,42183.92,3601.92,112183.92,95371.92,0.85
Security analyst,Private,Mid,Snow Hill,Maryland,57000.0,96064.0,26.17,47106.0,6001.22,75.44,18.15,101.12,95000.0,53107.22,2865.48,110107.22,98929.48,0.9
Security analyst,Private,Mid,Sierra Vista,Arizona,55000.0,88540.0,27.25,49050.0,5693.03,75.34,15.2,93.2,95000.0,54743.03,2545.68,109743.03,91085.68,0.83
Security analyst,Private,Senior,Seattle,Washington,145500.0,142044.0,43.13,77634.0,10361.54,80.83,11.83,124.6,114000.0,87995.54,2247.6,233495.54,144291.6,0.62
Security analyst,Private,Mid,Uncasville,Connecticut,51000.0,103132.0,27.62,49716.0,7073.12,72.47,28.16,108.56,95000.0,56789.12,3910.92,107789.12,107042.92,0.99
Security analyst,Private,Mid,Irving,Texas,84500.0,86497.5,28.59,51462.0,5115.9,80.83,15.32,91.05,95000.0,56577.9,2624.52,141077.9,89122.02,0.63
Security analyst,Private,Mid,Durham,North Carolina,86000.0,94810.0,28.52,51336.0,5194.3,80.83,13.49,99.8,95000.0,56530.3,2426.88,142530.3,97236.88,0.68
Security analyst,Private,Mid,Coppell,Texas,87000.0,86497.5,27.45,49410.0,5151.54,80.83,15.32,91.05,95000.0,54561.54,2624.52,141561.54,89122.02,0.63
