,Role,Salary_in_office,Experience,City,State,Salary_remote,Avg.OfficeRent_per_sqft,Avg internet monthly payment,Annual Commute Cost,Electricity Price (cents per kWh),Cost of Living Index,adjusted_national_salary,Remote Work Expenses,Office Rent,In-Office Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
4617,Accountant,67500.0,Senior,Miramar,Florida,69176.7816,35.05,83.25,4977.02,14.2,101.26,68316.0,2532.6,63090.0,68067.02,135567.02000000002,71709.38160000001,0.5289588987055996
4618,Accountant,75000.0,Mid,Glen Rock,Pennsylvania,53201.085,28.6,84.33,6024.26,17.6,93.45,56930.0,2912.76,51480.0,57504.26,132504.26,56113.845,0.4234871014713036
4619,Accountant,36800.0,Senior,North Richland Hills,Texas,62000.0,20.27,80.83,5151.54,15.32,91.05,68316.0,2624.52,36486.0,41637.54,78437.54000000001,64624.52,0.8238978427931318
4620,Accountant,87500.0,Senior,Lees Summit,Missouri,59960.9532,21.59,72.8,3937.23,11.57,87.77,68316.0,2123.16,38862.0,42799.23,130299.23,62084.11319999999,0.4764733697965827
4621,Accountant,55000.0,Mid,Oklahoma City,Oklahoma,49699.89,21.53,81.27,4392.38,11.52,87.3,56930.0,2219.4,38754.0,43146.38,98146.38,51919.29,0.5289985224111169
4622,Accountant,88000.0,Senior,New York,New York,111000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,114601.92,0.7196816573551301
4623,Accountant,88000.0,Senior,New York,New York,90000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,93601.92,0.5878050290712608
4624,Accountant,88000.0,Senior,New York,New York,82500.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,86101.92,0.5407062332555931
4625,Accountant,88000.0,Senior,New York,New York,160500.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,164101.92,1.0305337097385363
4626,Accountant,88000.0,Senior,New York,New York,105000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,108601.92,0.682002620702596
4627,Accountant,88000.0,Senior,New York,New York,135000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,138601.92,0.8703978039652666
4628,Accountant,88000.0,Senior,New York,New York,195000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,198601.92,1.2471881704906076
4629,Accountant,88000.0,Senior,New York,New York,195000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,198601.92,1.2471881704906076
4630,Accountant,88000.0,Senior,New York,New York,135000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,159239.74,138601.92,0.8703978039652666
4631,Accountant,75000.0,Mid,Chicago,Illinois,69000.0,34.16,80.83,8319.68,15.99,100.1,56930.0,2696.88,61487.999999999985,69807.68,144807.68,71696.88,0.4951179384960798
4632,Accountant,75000.0,Mid,Chicago,Illinois,137500.0,34.16,80.83,8319.68,15.99,100.1,56930.0,2696.88,61487.999999999985,69807.68,144807.68,140196.88,0.96815914736014
4633,Accountant,90000.0,Senior,Scottsdale,Arizona,68582.4324,33.08,75.34,6794.99,15.2,100.39,68316.0,2545.68,59544.0,66338.99,156338.99,71128.1124,0.4549608028042141
4634,Accountant,70000.0,Mid,Roswell,Georgia,52318.67,24.4,80.83,5285.46,13.49,91.9,56930.0,2426.88,43920.0,49205.46,119205.46,54745.55,0.4592537120363446
4635,Accountant,62500.0,Mid,South El Monte,California,71589.475,40.28,80.83,7036.89,30.55,125.75,56930.0,4269.360000000001,72504.0,79540.89,142040.89,75858.835,0.5340633602056422
4636,Accountant,63500.0,Mid,Louisville,Colorado,61655.19,25.38,80.83,5740.88,15.16,108.3,56930.0,2607.24,45684.0,51424.88,114924.88,64262.43,0.5591689980446357
4637,Accountant,66500.0,Mid,Johns Island,South Carolina,53178.312999999995,27.08,74.17,7073.12,13.87,93.41,56930.0,2388.0,48743.99999999999,55817.119999999995,122317.12,55566.312999999995,0.4542807499064726
4638,Accountant,80000.0,Senior,Glen Allen,Virginia,64702.08359999999,22.64,86.7,5590.44,14.46,94.71,68316.0,2602.08,40752.0,46342.44,126342.44,67304.16359999999,0.5327122350969317
4639,Accountant,54500.0,Mid,Wakefield,Massachusetts,65213.315,48.35,93.6,6062.35,31.22,114.55,56930.0,4494.96,87030.0,93092.35,147592.35,69708.27500000001,0.4723027650145824
4640,Accountant,55500.0,Mid,El Paso,Texas,50439.98,27.45,80.83,4118.69,15.32,88.6,56930.0,2624.52,49410.0,53528.69,109028.69,53064.5,0.4867021698600616
4641,Accountant,53500.0,Mid,Leawood,Kansas,49728.355,25.63,80.83,4429.11,13.85,87.35,56930.0,2465.76,46134.0,50563.11,104063.11,52194.115000000005,0.5015621289811539
4642,Accountant,72500.0,Mid,,Massachusetts,72500.0,48.35,93.6,6062.35,31.22,114.55,56930.0,4494.96,87030.0,93092.35,165592.35,76994.96,0.4649668900767457
4643,Accountant,72500.0,Mid,,Massachusetts,26725.0,48.35,93.6,6062.35,31.22,114.55,56930.0,4494.96,87030.0,93092.35,165592.35,31219.96,0.1885350380014535
4644,Accountant,72500.0,Mid,,Massachusetts,221000.0,48.35,93.6,6062.35,31.22,114.55,56930.0,4494.96,87030.0,93092.35,165592.35,225494.96,1.3617474478742526
4645,Accountant,65000.0,Mid,Orlando,Florida,57727.02,26.74,83.25,4886.84,14.2,101.4,56930.0,2532.6,48131.99999999999,53018.84,118018.84,60259.619999999995,0.5105932239293319
4646,Accountant,76500.0,Senior,Wadsworth,Ohio,60664.608,20.56,80.83,4054.52,15.98,88.8,68316.0,2695.8,37008.0,41062.52,117562.52,63360.408,0.5389507472279431
4647,Accountant,55000.0,Mid,Doraville,Georgia,52318.67,23.66,80.83,5285.46,13.49,91.9,56930.0,2426.88,42588.0,47873.46,102873.46,54745.55,0.532163980875145
4648,Accountant,100000.0,Senior,Carlsbad,California,104500.0,36.01,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,64818.0,71854.89,171854.89,108769.36,0.6329139659627957
4649,Accountant,80500.0,Senior,Tuscaloosa,Alabama,62167.56,20.67,74.1,4021.31,14.91,91.0,68316.0,2499.48,37206.00000000001,41227.310000000005,121727.31,64667.04,0.5312451248614629
4650,Accountant,100000.0,Senior,Houston,Texas,80500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,161261.46,83124.52,0.5154642652993469
4651,Accountant,100000.0,Senior,Houston,Texas,120000.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,161261.46,122624.52,0.760408097508233
4652,Accountant,100000.0,Senior,Houston,Texas,112500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,161261.46,115124.52,0.7138997749369255
4653,Accountant,100000.0,Senior,Houston,Texas,80500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,161261.46,83124.52,0.5154642652993469
4654,Accountant,87500.0,Senior,Charlotte,North Carolina,66881.364,33.02,80.83,5658.26,13.49,97.9,68316.0,2426.88,59436.000000000015,65094.26000000002,152594.26,69308.244,0.4541995485282343
4655,Accountant,130000.0,Senior,Hampton,New Jersey,70638.744,31.19,82.79,8059.16,19.49,103.4,68316.0,3098.4,56142.0,64201.16,194201.16,73737.144,0.3796946629978935
4656,Accountant,87500.0,Senior,Shafter,California,85907.37,40.28,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,72504.0,79540.89,167040.89,90176.73,0.539848237159177
4657,Accountant,115000.0,Senior,Walnut Creek,California,85907.37,39.35,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,70830.0,77866.89,192866.89,90176.73,0.4675594136453384
4658,Accountant,112500.0,Mid,Broomfield,Colorado,61655.19,31.34,80.83,5740.88,15.16,108.3,56930.0,2607.24,56412.0,62152.88,174652.88,64262.43,0.367943717847653
4659,Accountant,85000.0,Senior,Washington,District of Columbia,94500.0,52.54,80.83,7073.12,20.269186534216335,120.1,68316.0,3159.0321456953643,94572.0,101645.12,186645.12,97659.03214569535,0.5232337826228479
4660,Accountant,85000.0,Senior,Washington,District of Columbia,110500.0,52.54,80.83,7073.12,20.269186534216335,120.1,68316.0,3159.0321456953643,94572.0,101645.12,186645.12,113659.03214569535,0.6089579633568527
4661,Accountant,85000.0,Senior,Washington,District of Columbia,107000.0,52.54,80.83,7073.12,20.269186534216335,120.1,68316.0,3159.0321456953643,94572.0,101645.12,186645.12,110159.03214569535,0.5902057988212891
4662,Accountant,70000.0,Mid,Senoia,Georgia,52318.67,23.66,80.83,5285.46,13.49,91.9,56930.0,2426.88,42588.0,47873.46,117873.46,54745.55,0.4644433954852941
4663,Accountant,80000.0,Senior,Queensbury,New York,66293.84640000001,33.56,80.83,6758.4,24.37,97.04,68316.0,3601.92,60408.0,67166.4,147166.4,69895.76640000001,0.4749437806455822
4664,Accountant,75000.0,Senior,Saint Augustine,Florida,69176.7816,31.24,83.25,4977.02,14.2,101.26,68316.0,2532.6,56232.0,61209.02,136209.02000000002,71709.38160000001,0.5264657333266182
4665,Accountant,22500.0,Mid,Poplar Bluff,Missouri,49967.461,21.59,72.8,3937.23,11.57,87.77,56930.0,2123.16,38862.0,42799.23,65299.23,52090.621,0.7977218261226051
4666,Accountant,90000.0,Senior,New Braunfels,Texas,62201.718,27.45,80.83,5151.54,15.32,91.05,68316.0,2624.52,49410.0,54561.54,144561.54,64826.238,0.448433504513026
4667,Accountant,75000.0,Senior,Vancouver,Washington,73111.78319999999,27.34,80.83,4996.3,11.83,107.02,68316.0,2247.6000000000004,49212.0,54208.3,129208.3,75359.3832,0.5832394915806491
4668,Accountant,35000.0,Mid,Salem,New Hampshire,61302.224,26.74,80.83,7073.12,23.62,107.68,56930.0,3520.92,48131.99999999999,55205.119999999995,90205.12,64823.144,0.7186193422280244
4669,Accountant,70000.0,Mid,Jupiter,Florida,57647.31800000001,31.24,83.25,4977.02,14.2,101.26,56930.0,2532.6,56232.0,61209.02,131209.02000000002,60179.918000000005,0.4586568667306561
4670,Accountant,87500.0,Senior,Boca Raton,Florida,84500.0,34.31,83.25,4977.02,14.2,101.26,68316.0,2532.6,61758.0,66735.02,154235.02000000002,87032.6,0.5642855948020106
4671,Accountant,97500.0,Senior,Phoenix,Arizona,74500.0,26.61,75.34,5119.48,15.2,104.3,68316.0,2545.68,47898.0,53017.48,150517.47999999998,77045.68,0.5118719765970039
4672,Accountant,72500.0,Mid,Golden,Colorado,61655.19,25.69,80.83,5740.88,15.16,108.3,56930.0,2607.24,46242.0,51982.88,124482.88,64262.43,0.5162350838926606
4673,Accountant,60000.0,Mid,Charleston,South Carolina,57897.81,34.93,74.17,7073.12,13.87,101.7,56930.0,2388.0,62874.0,69947.12,129947.12,60285.81,0.4639257107044773
4674,Accountant,34750.0,Senior,Tipton,Iowa,61129.1568,22.91,75.86,3640.73,12.43,89.48,68316.0,2252.76,41238.0,44878.73,79628.73000000001,63381.916800000006,0.795967947749512
4675,Accountant,122500.0,Senior,Kenilworth,New Jersey,70638.744,31.19,82.79,8059.16,19.49,103.4,68316.0,3098.4,56142.0,64201.16,186701.16,73737.144,0.3949474336420834
4676,Accountant,65000.0,Mid,Statesboro,Georgia,51863.23,23.66,80.83,5285.46,13.49,91.1,56930.0,2426.88,42588.0,47873.46,112873.46,54290.11,0.4809820661119098
4677,Accountant,68500.0,Mid,Houston,Texas,68500.0,31.12,80.83,5245.46,15.32,95.8,56930.0,2624.52,56016.0,61261.46,129761.46,71124.52,0.5481174456575936
4678,Accountant,53000.0,Mid,La Crosse,Wisconsin,52261.74,21.02,80.83,4333.44,16.31,91.8,56930.0,2731.4399999999996,37836.0,42169.44,95169.44,54993.18,0.5778449468652962
4679,Accountant,65000.0,Mid,Knoxville,Tennessee,101500.0,22.82,80.83,3567.98,13.04,91.6,56930.0,2378.2799999999997,41076.0,44643.98,109643.98,103878.28,0.9474143496067908
4680,Accountant,100000.0,Senior,Berkeley,California,85907.37,36.65,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,65970.0,73006.89,173006.89,90176.73,0.5212320156729018
4681,Accountant,55000.0,Mid,Bingham Farms,Michigan,51145.912,17.83,80.83,3880.78,18.41,89.84,56930.0,2958.24,32093.999999999993,35974.77999999999,90974.78,54104.152,0.5947159421545181
4682,Accountant,26000.0,Mid,Edina,Minnesota,55854.023,28.12,68.66,5231.86,14.05,98.11,56930.0,2341.32,50616.0,55847.86,81847.86,58195.343,0.7110185043323063
4683,Accountant,75500.0,Mid,San Diego,California,31000.0,41.6,80.83,6210.03,30.55,136.2,56930.0,4269.360000000001,74880.0,81090.03,156590.03,35269.36,0.2252337521105271
4684,Accountant,85000.0,Mid,Tacoma,Washington,139000.0,27.12,80.83,7045.22,11.83,107.02,56930.0,2247.6000000000004,48816.0,55861.22,140861.22,141247.6,1.0027429834840278
4685,Accountant,92500.0,Senior,New York,New York,111000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,114601.92,0.6999029068935861
4686,Accountant,92500.0,Senior,New York,New York,90000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,93601.92,0.5716505962449923
4687,Accountant,92500.0,Senior,New York,New York,82500.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,86101.92,0.5258461995847801
4688,Accountant,92500.0,Senior,New York,New York,160500.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,164101.92,1.0022119248509862
4689,Accountant,92500.0,Senior,New York,New York,105000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,108601.92,0.6632593895654164
4690,Accountant,92500.0,Senior,New York,New York,135000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,138601.92,0.846476976206265
4691,Accountant,92500.0,Senior,New York,New York,195000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,198601.92,1.212912149487962
4692,Accountant,92500.0,Senior,New York,New York,195000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,198601.92,1.212912149487962
4693,Accountant,92500.0,Senior,New York,New York,135000.0,33.56,80.83,10831.74,24.37,128.0,68316.0,3601.92,60408.0,71239.74,163739.74,138601.92,0.846476976206265
4694,Accountant,104500.0,Senior,Tacoma,Washington,73111.78319999999,27.12,80.83,7045.22,11.83,107.02,68316.0,2247.6000000000004,48816.0,55861.22,160361.22,75359.3832,0.4699352075271066
4695,Accountant,61500.0,Mid,Monroe,North Carolina,52284.512,27.48,80.83,4979.85,13.49,91.84,56930.0,2426.88,49464.0,54443.85,115943.85,54711.392,0.4718783445607507
4696,Accountant,102500.0,Senior,Dayton,Ohio,60391.344000000005,18.88,80.83,4054.52,15.98,88.4,68316.0,2695.8,33984.0,38038.52,140538.52,63087.14400000001,0.4488957475857865
4697,Accountant,75000.0,Senior,Orlando,Florida,75000.0,26.74,83.25,4886.84,14.2,101.4,68316.0,2532.6,48131.99999999999,53018.84,128018.84,77532.6,0.6056342957021014
4698,Accountant,100000.0,Senior,Garden Grove,California,85907.37,26.88,80.83,5771.02,30.55,125.75,68316.0,4269.360000000001,48384.0,54155.02,154155.02000000002,90176.73,0.5849743329798796
4699,Accountant,88500.0,Senior,Denver,Colorado,76582.23599999999,36.45,80.83,6740.21,15.16,112.1,68316.0,2607.24,65610.0,72350.21,160850.21000000002,79189.476,0.4923181387204902
4700,Accountant,90000.0,Senior,Rittman,Ohio,60664.608,20.56,80.83,4054.52,15.98,88.8,68316.0,2695.8,37008.0,41062.52,131062.52,63360.408,0.4834365156415427
4701,Accountant,80500.0,Senior,Fort Collins,Colorado,74601.072,23.75,80.83,4674.09,15.16,109.2,68316.0,2607.24,42750.0,47424.09,127924.09,77208.312,0.6035478696780255
4702,Accountant,72500.0,Senior,Mount Pleasant,South Carolina,63813.9756,30.48,74.17,7073.12,13.87,93.41,68316.0,2388.0,54864.0,61937.12,134437.12,66201.9756,0.4924382164687849
4703,Accountant,22500.0,Mid,Tulsa,Oklahoma,49358.31,15.61,81.27,3561.39,11.52,86.7,56930.0,2219.4,28098.0,31659.39,54159.39,51577.71,0.9523318117135366
4704,Accountant,55000.0,Mid,Beaver,Pennsylvania,53201.085,28.6,84.33,6024.26,17.6,93.45,56930.0,2912.76,51480.0,57504.26,112504.26,56113.845,0.4987708465439441
4705,Accountant,59000.0,Mid,Vienna,Virginia,72500.0,35.22,86.7,5590.44,14.46,94.71,56930.0,2602.08,63396.0,68986.44,127986.44,75102.08,0.5867971638245426
4706,Accountant,70000.0,Mid,Tinley Park,Illinois,50132.558,22.11,80.83,7041.83,15.99,88.06,56930.0,2696.88,39798.0,46839.83,116839.83,52829.437999999995,0.4521526434949451
4707,Accountant,95000.0,Senior,Jersey City,New Jersey,70638.744,50.0,82.79,10903.23,19.49,103.4,68316.0,3098.4,90000.0,100903.23,195903.23,73737.144,0.3763957541690354
4708,Accountant,30000.0,Mid,Beaver,Pennsylvania,53201.085,28.6,84.33,6024.26,17.6,93.45,56930.0,2912.76,51480.0,57504.26,87504.26000000001,56113.845,0.6412698650328567
4709,Accountant,84000.0,Senior,Northbrook,Illinois,60159.0696,27.82,80.83,7041.83,15.99,88.06,68316.0,2696.88,50076.0,57117.83,141117.83000000002,62855.9496,0.4454146552565327
4710,Accountant,92500.0,Senior,Costa Mesa,California,85907.37,34.66,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,62387.999999999985,69424.88999999998,161924.88999999998,90176.73,0.556904685870097
4711,Accountant,55000.0,Mid,Dayton,Ohio,50326.12,18.88,80.83,4054.52,15.98,88.4,56930.0,2695.8,33984.0,38038.52,93038.52,53021.920000000006,0.569892126400979
4712,Accountant,67500.0,Senior,Brentwood,Tennessee,61750.8324,31.76,80.83,4096.03,13.04,90.39,68316.0,2378.2799999999997,57168.0,61264.03,128764.03,64129.1124,0.4980359219884621
4713,Accountant,80000.0,Senior,Stanton,California,85907.37,40.28,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,72504.0,79540.89,159540.89,90176.73,0.5652264444557128
4714,Accountant,90000.0,Senior,Houston,Texas,80500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,151261.46,83124.52,0.5495419652831595
4715,Accountant,90000.0,Senior,Houston,Texas,120000.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,151261.46,122624.52,0.8106792040748516
4716,Accountant,90000.0,Senior,Houston,Texas,112500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,151261.46,115124.52,0.7610961840511127
4717,Accountant,90000.0,Senior,Houston,Texas,80500.0,31.12,80.83,5245.46,15.32,95.8,68316.0,2624.52,56016.0,61261.46,151261.46,83124.52,0.5495419652831595
4718,Accountant,35000.0,Mid,Phoenix,Arizona,64000.0,26.61,75.34,5119.48,15.2,104.3,56930.0,2545.68,47898.0,53017.48,88017.48,66545.68,0.7560507299231924
4719,Accountant,107500.0,Senior,Lakewood,New Jersey,85000.0,31.19,82.79,8059.16,19.49,103.4,68316.0,3098.4,56142.0,64201.16,171701.16,88098.4,0.5130914665923049
4720,Accountant,37000.0,Mid,Rancho Cordova,California,71589.475,23.45,80.83,7036.89,30.55,125.75,56930.0,4269.360000000001,42210.0,49246.89,86246.89,75858.835,0.8795544395861695
4721,Accountant,92500.0,Senior,Plainfield,Indiana,59639.867999999995,20.45,80.83,4331.59,14.42,87.3,68316.0,2527.3199999999997,36810.0,41141.59,133641.59,62167.187999999995,0.4651784523066509
4722,Accountant,65000.0,Senior,Tucson,Arizona,83500.0,19.59,75.34,3896.09,15.2,97.7,68316.0,2545.68,35262.0,39158.09,104158.09,86045.68,0.8261065463085968
4723,Accountant,67500.0,Senior,Charlotte,North Carolina,66881.364,33.02,80.83,5658.26,13.49,97.9,68316.0,2426.88,59436.000000000015,65094.26000000002,132594.26,69308.244,0.5227092334162882
4724,Accountant,96500.0,Senior,Denton,Texas,62201.718,29.84,80.83,5151.54,15.32,91.05,68316.0,2624.52,53712.0,58863.54,155363.54,64826.238,0.4172551552314011
4725,Accountant,65000.0,Mid,New York,New York,77500.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,81101.92,0.5952882763869045
4726,Accountant,65000.0,Mid,New York,New York,105000.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,108601.92,0.7971383386374636
4727,Accountant,65000.0,Mid,New York,New York,87500.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,91101.92,0.6686882990234715
4728,Accountant,65000.0,Mid,New York,New York,105000.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,108601.92,0.7971383386374636
4729,Accountant,65000.0,Mid,New York,New York,105000.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,108601.92,0.7971383386374636
4730,Accountant,65000.0,Mid,New York,New York,140000.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,143601.92,1.0540384178654485
4731,Accountant,65000.0,Mid,New York,New York,140000.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,143601.92,1.0540384178654485
4732,Accountant,65000.0,Mid,New York,New York,117500.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,121101.92,0.8888883669331724
4733,Accountant,65000.0,Mid,New York,New York,105000.0,33.56,80.83,10831.74,24.37,128.0,56930.0,3601.92,60408.0,71239.74,136239.74,108601.92,0.7971383386374636
4734,Accountant,27395.000000000004,Mid,San Antonio,Texas,57500.0,27.34,80.83,4251.07,15.32,92.7,56930.0,2624.52,49212.0,53463.07,80858.07,60124.52,0.7435809437450089
4735,Accountant,27395.000000000004,Mid,San Antonio,Texas,109500.0,27.34,80.83,4251.07,15.32,92.7,56930.0,2624.52,49212.0,53463.07,80858.07,112124.52,1.3866831102943713
4736,Accountant,63000.0,Mid,Suwanee,Georgia,52318.67,23.66,80.83,5285.46,13.49,91.9,56930.0,2426.88,42588.0,47873.46,110873.46,54745.55,0.4937660464461017
4737,Accountant,63500.0,Mid,Fort Myers,Florida,57783.95,22.14,83.25,4977.02,14.2,101.5,56930.0,2532.6,39852.0,44829.02,108329.02,60316.55,0.5567903226670009
4738,Accountant,77500.0,Senior,Piffard,New York,66293.84640000001,33.56,80.83,6758.4,24.37,97.04,68316.0,3601.92,60408.0,67166.4,144666.4,69895.76640000001,0.4831513495877412
4739,Accountant,57500.0,Mid,Saint Louis,Missouri,54000.0,24.6,72.8,3937.23,11.57,87.77,56930.0,2123.16,44280.0,48217.23,105717.23,56123.16,0.5308799710321581
4740,Accountant,75000.0,Senior,Natural Bridge Station,Virginia,64702.08359999999,28.91,86.7,5590.44,14.46,94.71,68316.0,2602.08,52038.0,57628.44,132628.44,67304.16359999999,0.5074640371250689
4741,Accountant,20000.0,Mid,Standish,Michigan,51145.912,21.42,80.83,3880.78,18.41,89.84,56930.0,2958.24,38556.00000000001,42436.780000000006,62436.780000000006,54104.152,0.8665429575324031
4742,Accountant,23500.0,Mid,Indianapolis,Indiana,51350.86,20.84,80.83,4670.34,14.42,90.2,56930.0,2527.3199999999997,37512.0,42182.34,65682.34,53878.18,0.8202841128985356
4743,Accountant,65000.0,Mid,Englewood,Colorado,61655.19,23.53,80.83,5740.88,15.16,108.3,56930.0,2607.24,42354.0,48094.88,113094.88,64262.43,0.5682169696806787
4744,Accountant,36500.0,Senior,Pensacola,Florida,66881.364,26.99,83.25,4977.02,14.2,97.9,68316.0,2532.6,48581.99999999999,53559.01999999999,90059.01999999999,69413.964,0.7707608188496834
4745,Accountant,76000.0,Senior,North Billerica,Massachusetts,78255.978,48.35,93.6,6062.35,31.22,114.55,68316.0,4494.96,87030.0,93092.35,169092.35,82750.93800000001,0.4893830974612394
4746,Accountant,175000.0,Senior,Herculaneum,Missouri,59960.9532,21.59,72.8,3937.23,11.57,87.77,68316.0,2123.16,38862.0,42799.23,217799.23,62084.11319999999,0.2850520325530994
4747,Accountant,100000.0,Senior,Tampa,Florida,97500.0,31.47,83.25,5623.94,14.2,101.4,68316.0,2532.6,56646.0,62269.94,162269.94,100032.6,0.6164579835304063
4748,Accountant,100000.0,Senior,Tampa,Florida,74500.0,31.47,83.25,5623.94,14.2,101.4,68316.0,2532.6,56646.0,62269.94,162269.94,77032.6,0.4747188542745502
4749,Accountant,100000.0,Senior,Tampa,Florida,115000.0,31.47,83.25,5623.94,14.2,101.4,68316.0,2532.6,56646.0,62269.94,162269.94,117532.6,0.724302973181601
4750,Accountant,75000.0,Mid,Roseville,Minnesota,55854.023,23.07,68.66,5231.86,14.05,98.11,56930.0,2341.32,41526.0,46757.86,121757.86,58195.343,0.4779596405521581
4751,Accountant,105000.0,Senior,Newport Beach,California,85907.37,41.57,80.83,7036.89,30.55,125.75,68316.0,4269.360000000001,74826.0,81862.89,186862.89,90176.73,0.4825823361717246
4752,Accountant,75000.0,Senior,Memphis,Tennessee,75000.0,18.66,80.83,3666.47,13.04,88.2,68316.0,2378.2799999999997,33588.0,37254.47,112254.47,77378.28,0.6893113476906532
4753,Accountant,81000.0,Senior,North Little Rock,Arkansas,58779.08640000001,19.74,80.01,3854.67,11.74,86.04,68316.0,2228.04,35531.99999999999,39386.66999999999,120386.66999999998,61007.12640000001,0.5067598131919424
4754,Accountant,76000.0,Senior,Orlando,Florida,75000.0,26.74,83.25,4886.84,14.2,101.4,68316.0,2532.6,48131.99999999999,53018.84,129018.84,77532.6,0.6009401417653423
4755,Accountant,70000.0,Mid,Jessup,Maryland,57567.61600000001,26.17,75.44,6001.22,18.15,101.12,56930.0,2865.4799999999996,47106.00000000001,53107.22000000001,123107.22,60433.096000000005,0.4908980643052455
4756,Accountant,72500.0,Senior,Donaldsonville,Louisiana,60527.975999999995,19.57,80.83,3973.93,11.7,88.6,68316.0,2233.56,35226.0,39199.93,111699.93,62761.53599999999,0.561876233942134
4757,Accountant,87500.0,Senior,Fort Collins,Colorado,74601.072,23.75,80.83,4674.09,15.16,109.2,68316.0,2607.24,42750.0,47424.09,134924.09,77208.312,0.5722351879490164
4758,Accountant,86000.0,Senior,Scottsdale,Arizona,68582.4324,33.08,75.34,6794.99,15.2,100.39,68316.0,2545.68,59544.0,66338.99,152338.99,71128.1124,0.4669068135478645
4759,Accountant,70000.0,Mid,Portland,Oregon,86500.0,28.45,72.27,6557.06,14.12,116.5,56930.0,2392.2,51210.0,57767.06,127767.06,88892.2,0.695736444119478
4760,Accountant,95000.0,Senior,Edison,New Jersey,70638.744,43.19,82.79,8059.16,19.49,103.4,68316.0,3098.4,77742.0,85801.16,180801.16,73737.144,0.4078355691965693
4761,Accountant,82500.0,Senior,Saint Louis,Missouri,59960.9532,24.6,72.8,3937.23,11.57,87.77,68316.0,2123.16,44280.0,48217.23,130717.23,62084.11319999999,0.4749497308044241
4762,Accountant,55500.0,Mid,Frisco,Texas,51834.765,36.86,80.83,10093.28,15.32,91.05,56930.0,2624.52,66348.0,76441.28,131941.28,54459.285,0.4127539538800897
4763,Accountant,88000.0,Senior,Des Moines,Iowa,132000.0,25.08,75.86,3640.73,12.43,91.7,68316.0,2252.76,45143.99999999999,48784.73,136784.72999999998,134252.76,0.9814893811611868
