,Keyword,Job_title,Company,City,State,Mean_Salary,Job_type,Rent Q4 2024,Vacancy Q4 2024,Median Monthly Rent,Electricity Price (cents per kWh),Internet Speed (Mbps),Average internet monthly payment,Annual Commute Cost,Remote Salary (Annual),In-Office Salary (Annual),Remote Work Expenses,In-Office Expenses,Total In-office salary,Total Remote salary
331,software developer,Software Engineering Manager,Siemens,Portland,Oregon,211.5,Remote,27.9,21.8%,"$1,173.00",14.23,316.9,72.27,6557.06,211.5,211.5,2404.08,56777.06,56988.56,2615.58
332,software developer,Software Engineers,Orbis,United States,Unknown,300.0,Remote,,,,,,,,300.0,300.0,,,300.0,300.0
333,software developer,"Staff Software Engineer, Backend - Python/Java (Remote)",Home Depot / THD,Atlanta,Georgia,155.0,Remote,33.6,18.9%,,,,,7289.35,155.0,155.0,,67769.35,67924.35,155.0
334,software developer,Entegral Senior Software Engineer - Full Stack - Work From Home,Enterprise Mobility,Madison,Wisconsin,146.0,Remote,20.2,17.5%,,,,,4673.91,146.0,146.0,,41033.91,41179.91,146.0
335,software developer,Backend Engineer (Remote),Alma,California,Unknown,6.5,Remote,,,,,,,,6.5,6.5,,,6.5,6.5
336,software developer,Frontend Software Engineer - AI Trainer,DataAnnotation,Scranton,Pennsylvania,20.0,Remote,28.744444444444444,,$958.00,17.02,430.8,84.33,5933.278888888889,20.0,20.0,2850.12,57673.27888888889,57693.27888888889,2870.12
337,software developer,"Front-End Software Engineer, Senior",Parsons,Remote,Unknown,163.0,Remote,,,,,,,,163.0,163.0,,,163.0,163.0
338,software developer,Senior/Staff Software Engineer - Backend,Eppo,California,Unknown,200.0,Remote,,,,,,,,200.0,200.0,,,200.0,200.0
339,software developer,Full Stack Developer- AI Trainer,DataAnnotation,Sparks,Nevada,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
340,software developer,"Senior Backend Product Software Engineer, Privacy Engineering",Dropbox,Remote,Unknown,219.5,Remote,,,,,,,,219.5,219.5,,,219.5,219.5
341,software developer,Software Engineer III - Durid backfill (Fred),CVS Health,Austin,Texas,139.0,Remote,45.7,27.9%,,,,,6365.46,139.0,139.0,,88625.46,88764.46,139.0
342,software developer,Application Developer - AI Trainer,DataAnnotation,Rockford,Illinois,20.0,Remote,27.3,,,,,,8130.368888888888,20.0,20.0,,57270.36888888889,57290.36888888889,20.0
343,software developer,Software Engineer IV,Rackspace,Remote,Unknown,173.5,Remote,,,,,,,,173.5,173.5,,,173.5,173.5
344,software developer,Remote Senior Software Developer,Oracle,United States,Unknown,,Remote,,,,,,,,,,,,,
345,software developer,Senior Software Engineer - Frontend,kraken,United States,Unknown,165.0,Remote,,,,,,,,165.0,165.0,,,165.0,165.0
346,software developer,Sr. Software Engineer - SDK/Front-end,GE HEALTHCARE,Remote,Unknown,143.0,Remote,,,,,,,,143.0,143.0,,,143.0,143.0
347,software developer,SENIOR PRODUCT SOFTWARE ENGINEER,Cella,Remote,Unknown,157.5,Remote,,,,,,,,157.5,157.5,,,157.5,157.5
348,software developer,"Lead Frontend Software Engineer, Web Foundations","Block, Inc.",San Francisco,California,267.0,Remote,70.6,28.8%,,,,,12650.66,267.0,267.0,,139730.66,139997.66,267.0
349,software developer,Private Cloud - Software Engineer,Hewlett Packard Enterprise,Colorado,Unknown,194.0,Remote,,,,,,,,194.0,194.0,,,194.0,194.0
350,software developer,Full-Stack Software Engineer (L4) - Workforce Security Controls Automation Team (WCAT),Netflix,Remote,Unknown,410.0,Remote,,,,,,,,410.0,410.0,,,410.0,410.0
351,software developer,Sr Full Stack Software Engineer,Allstate,United States,Unknown,110.5,Remote,,,,,,,,110.5,110.5,,,110.5,110.5
352,software developer,Sr. Software Engineer (Python),Vertafore,Denver,Colorado,110.0,Remote,31.1,24.7%,,,,,6740.21,110.0,110.0,,62720.21,62830.21,110.0
353,software developer,Software Engineer II,TruBridge,Remote,Unknown,,Remote,,,,,,,,,,,,,
354,software developer,Staff Software Engineer,Orbis,United States,Unknown,220.0,Remote,,,,,,,,220.0,220.0,,,220.0,220.0
355,software developer,Staff Software Engineer (Remote),BD,San Diego,California,160.5,Remote,43.3,18.8%,,,,,6210.03,160.5,160.5,,84150.03,84310.53,160.5
356,software developer,"Software Engineer III, Trust and Safety Engineering",Vimeo,Remote,Unknown,148.0,Remote,,,,,,,,148.0,148.0,,,148.0,148.0
357,software developer,"Manager, Software Engineering (Sanin backfill)",CVS Health,Austin,Texas,177.5,Remote,45.7,27.9%,,,,,6365.46,177.5,177.5,,88625.46,88802.96,177.5
358,software developer,Sr. Web Developer II (Remote),CrowdStrike,Remote,Unknown,180.0,Remote,,,,,,,,180.0,180.0,,,180.0,180.0
359,software developer,Sr. Software Engineer IV (Leland backfill),CVS Health,Austin,Texas,177.5,Remote,45.7,27.9%,,,,,6365.46,177.5,177.5,,88625.46,88802.96,177.5
360,software developer,Software Engineer - AI Trainer,DataAnnotation,Fort Wayne,Indiana,20.0,Remote,16.2,22.7%,,,,,3992.84,20.0,20.0,,33152.84,33172.84,20.0
361,software developer,Sr. Software Engineer IV,CVS Health,Austin,Texas,177.5,Remote,45.7,27.9%,,,,,6365.46,177.5,177.5,,88625.46,88802.96,177.5
362,software developer,Frontend Software Engineer - AI Trainer,DataAnnotation,Arvada,Colorado,20.0,Remote,31.1,,,,,,5294.943333333334,20.0,20.0,,61274.943333333336,61294.943333333336,20.0
363,software developer,Sr Software Engineer - Ross's Backfill,CVS Health,Austin,Texas,177.5,Remote,45.7,27.9%,,,,,6365.46,177.5,177.5,,88625.46,88802.96,177.5
364,software developer,Staff Software Engineer (Remote),Home Depot / THD,Atlanta,Georgia,177.5,Remote,33.6,18.9%,,,,,7289.35,177.5,177.5,,67769.35,67946.85,177.5
365,software developer,59273-1 - Software Engineer IV,Delart - BL,San Francisco,California,176.5,Remote,70.6,28.8%,,,,,12650.66,176.5,176.5,,139730.66,139907.16,176.5
366,software developer,Senior Software Engineer,"Search Leaders, LLC",Remote,Unknown,127.5,Remote,,,,,,,,127.5,127.5,,,127.5,127.5
367,software developer,Backend Engineer III - Cloud (Remote),CrowdStrike,Remote,Unknown,145.0,Remote,,,,,,,,145.0,145.0,,,145.0,145.0
368,software developer,Sr Advanced Software Engr,Honeywell,Atlanta,Georgia,159.0,Remote,33.6,18.9%,,,,,7289.35,159.0,159.0,,67769.35,67928.35,159.0
369,software developer,Database Developer - AI Trainer,DataAnnotation,Rockford,Illinois,20.0,Remote,27.3,,,,,,8130.368888888888,20.0,20.0,,57270.36888888889,57290.36888888889,20.0
370,software developer,Software Engineer Lead - Java (Remote),"US Foods, Inc.",Rosemont,Illinois,112.5,Remote,27.3,,,,,,8130.368888888888,112.5,112.5,,57270.36888888889,57382.86888888889,112.5
371,software developer,Remote Senior Software Developer,Oracle,United States,Unknown,,Remote,,,,,,,,,,,,,
372,software developer,Software Engineer 5 - Device Reliability,Netflix,Remote,Unknown,410.0,Remote,,,,,,,,410.0,410.0,,,410.0,410.0
373,software developer,Lead Java Full Stack Engineer(Remote),Cognizant,Warrensville,Ohio,111.5,Remote,21.699999999999996,,,,,,4562.82,111.5,111.5,,43622.81999999999,43734.31999999999,111.5
374,software developer,Backend Crypto Engineer,kraken,United States,Unknown,165.0,Remote,,,,,,,,165.0,165.0,,,165.0,165.0
375,software developer,Staff Software Engineer - Back End - MarTech,Favor,Texas,Unknown,,Remote,,,,,,,,,,,,,
376,software developer,Senior Software Engineer - Full Stack,Bitcoin Depot,Atlanta,Georgia,162.0,Remote,33.6,18.9%,,,,,7289.35,162.0,162.0,,67769.35,67931.35,162.0
377,software developer,Full Stack Developer,Thrive Internet Marketing Agency,United States,Unknown,,Remote,,,,,,,,,,,,,
378,software developer,Sr Software Engineer - Remote,Optum,Hartford,Connecticut,133.5,Remote,,,"$1,201.00",29.52,314.6,72.47,,133.5,133.5,4057.7999999999997,,133.5,4191.299999999999
379,software developer,"Staff Software Engineer, Backend - Proto","Block, Inc.",San Francisco,California,267.0,Remote,70.6,28.8%,,,,,12650.66,267.0,267.0,,139730.66,139997.66,267.0
380,software developer,Cloud Application Developer - AI Trainer,DataAnnotation,Remote,Unknown,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
381,software developer,Senior Staff Software Engineer,GEICO,San Francisco,California,195.0,Remote,70.6,28.8%,,,,,12650.66,195.0,195.0,,139730.66,139925.66,195.0
382,software developer,Senior Software Engineer,GoodLeap,Remote,Unknown,,Remote,,,,,,,,,,,,,
383,software developer,Senior Software Engineer,Humana,Remote,Unknown,127.0,Remote,,,,,,,,127.0,127.0,,,127.0,127.0
384,software developer,Front-End Developer,Jacobi Robotics,Remote,Unknown,,Remote,,,,,,,,,,,,,
385,software developer,Security Software Engineer 5,Netflix,Remote,Unknown,565.0,Remote,,,,,,,,565.0,565.0,,,565.0,565.0
386,software developer,Sr Software Engineer - Backend (Remote - US),BNSF Railway,Remote,Unknown,270.0,Remote,,,,,,,,270.0,270.0,,,270.0,270.0
387,software developer,Staff Software Engineer (Remote),Home Depot / THD,Atlanta,Georgia,197.5,Remote,33.6,18.9%,,,,,7289.35,197.5,197.5,,67769.35,67966.85,197.5
388,software developer,Senior Backend Crypto Engineer,kraken,United States,Unknown,190.0,Remote,,,,,,,,190.0,190.0,,,190.0,190.0
389,software developer,Software Developer - AI Trainer,DataAnnotation,Greenburgh,Unknown,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
390,software developer,"Senior Software Engineer, Device Management - United States",JumpCloud,Austin,Texas,160.0,Remote,45.7,27.9%,,,,,6365.46,160.0,160.0,,88625.46,88785.46,160.0
391,software developer,Remote Senior Software Developer,Oracle,United States,Unknown,,Remote,,,,,,,,,,,,,
392,software developer,Full Stack Developer- AI Trainer,DataAnnotation,Springfield,Missouri,20.0,Remote,,,$843.00,11.43,293.4,72.8,2870.07,20.0,20.0,2108.04,,20.0,2128.04
393,software developer,"Software Engineer, Performance (US Remote Available)",Splunk,Texas,Unknown,159.0,Remote,,,,,,,,159.0,159.0,,,159.0,159.0
394,software developer,C++ Software Engineer-Federated Search (FULLY REMOTE),Splunk,Colorado,Unknown,159.0,Remote,,,,,,,,159.0,159.0,,,159.0,159.0
395,software developer,Senior Software Engineer,Dragos,United States,Unknown,165.0,Remote,,,,,,,,165.0,165.0,,,165.0,165.0
396,software developer,Senior Support Software Engineer,Splunk,Remote,Unknown,190.0,Remote,,,,,,,,190.0,190.0,,,190.0,190.0
397,software developer,Staff Software Engineer,Moody's,Remote,Unknown,191.5,Remote,,,,,,,,191.5,191.5,,,191.5,191.5
398,software developer,Frontend Software Engineer - AI Trainer,DataAnnotation,Springfield,Illinois,20.0,Remote,27.3,,,,,,8130.368888888888,20.0,20.0,,57270.36888888889,57290.36888888889,20.0
399,software developer,"Sr. Software Engineer, Backend - Ingestion (Remote)",CrowdStrike,Remote,Unknown,175.0,Remote,,,,,,,,175.0,175.0,,,175.0,175.0
400,software developer,Sr Software Engineer - Frontend (Remote - US),BNSF Railway,Remote,Unknown,270.0,Remote,,,,,,,,270.0,270.0,,,270.0,270.0
401,software developer,Software Engineer Senior*,Tek Ninjas,Texas,Unknown,,Remote,,,,,,,,,,,,,
402,software developer,Staff Software Engineer,Dragos,United States,Unknown,192.0,Remote,,,,,,,,192.0,192.0,,,192.0,192.0
403,software developer,"Software Engineer (Backend), Buyer Foundations","Block, Inc.",San Francisco,California,211.5,Remote,70.6,28.8%,,,,,12650.66,211.5,211.5,,139730.66,139942.16,211.5
404,software developer,Sr. Backend Engineer,Hashicorp,Remote,Unknown,184.0,Remote,,,,,,,,184.0,184.0,,,184.0,184.0
405,software developer,"Ld Dir, Software Development Engineering",CVS Health,Chicago,Illinois,166.0,Remote,27.3,18.8%,,,,,8319.68,166.0,166.0,,57459.68,57625.68,166.0
406,software developer,Lead Software Engineer,Caterpillar,Irving,Texas,177.5,Remote,40.717857142857156,,,,,,5115.9,177.5,177.5,,78408.04285714288,78585.54285714288,177.5
407,software developer,"Staff Software Engineer, Flutter",SoFi,San Francisco,California,197.5,Remote,70.6,28.8%,,,,,12650.66,197.5,197.5,,139730.66,139928.16,197.5
408,software developer,Back End Software Engineer II (Performance-AMS) - Remote,Teamworks,Remote,Unknown,160.0,Remote,,,,,,,,160.0,160.0,,,160.0,160.0
409,software developer,Software Engineer - Product (Technical Leadership),Facebook App,Remote,Unknown,253.0,Remote,,,,,,,,253.0,253.0,,,253.0,253.0
410,software developer,"Software Engineer, Profile Infrastructure (Remote)",Capital One,McLean,Virginia,,Remote,,,"$1,257.00",13.97,505.6,86.7,,,,2549.16,,,
411,software developer,Full Stack Cloud Engineer,"Apogee Engineering, LLC",Remote,Unknown,185.0,Remote,,,,,,,,185.0,185.0,,,185.0,185.0
412,software developer,Sr. Front End Engineer,ProFocus,Portland,Oregon,175.0,Remote,27.9,21.8%,"$1,173.00",14.23,316.9,72.27,6557.06,175.0,175.0,2404.08,56777.06,56952.06,2579.08
413,software developer,React Developer,BELVA,Remote,Unknown,,Remote,,,,,,,,,,,,,
414,software developer,"Software Engineer, AI Platform (FULLY REMOTE)-US Citizenship Required",Splunk,California,Unknown,159.0,Remote,,,,,,,,159.0,159.0,,,159.0,159.0
415,software developer,"Senior Software Engineer, Shiny",RStudio,Remote,Unknown,,Remote,,,,,,,,,,,,,
416,software developer,Senior Software Engineer II,Human Interest,San Francisco,California,202.5,Remote,70.6,28.8%,,,,,12650.66,202.5,202.5,,139730.66,139933.16,202.5
417,software developer,"Manager, Software Development Engineering",Zillow,Remote,Unknown,222.0,Remote,,,,,,,,222.0,222.0,,,222.0,222.0
418,software developer,Back End Developer- AI Trainer,DataAnnotation,Remote,Unknown,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
419,software developer,Software Engineer 5 - Device Reliability,Netflix,Remote,Unknown,410.0,Remote,,,,,,,,410.0,410.0,,,410.0,410.0
420,software developer,"Senior Software Engineer, Device Management - United States",JumpCloud,Atlanta,Georgia,160.0,Remote,33.6,18.9%,,,,,7289.35,160.0,160.0,,67769.35,67929.35,160.0
421,software developer,"Software Engineer, Infrastructure",Clubhouse,Remote,Unknown,,Remote,,,,,,,,,,,,,
422,software developer,Software Developer - AI Trainer,DataAnnotation,Salinas,California,20.0,Remote,61.01875,,,,,,4373.37,20.0,20.0,,114207.12,114227.12,20.0
423,software developer,Sr Software Development Engineer,CVS Health,Raleigh,North Carolina,125.0,Remote,,,,,,,5262.66,125.0,125.0,,,125.0,125.0
424,software developer,Software Engineer L5 - Ads Platform,Netflix,Remote,Unknown,410.0,Remote,,,,,,,,410.0,410.0,,,410.0,410.0
425,software developer,Staff Software Engineer,dbt Labs,Remote,Unknown,245.0,Remote,,,,,,,,245.0,245.0,,,245.0,245.0
426,software developer,Senior Software Developer - UK Based,Mueller Water Products,Remote,Unknown,,Remote,,,,,,,,,,,,,
427,software developer,Full Stack Developer- AI Trainer,DataAnnotation,Gainesville,Florida,20.0,Remote,41.642857142857146,,"$1,218.00",15.28,322.3,83.25,4590.725714285714,20.0,20.0,2649.24,79547.86857142857,79567.86857142857,2669.24
428,software developer,Senior Frontend Software Engineer,AWeber,Remote,Unknown,,Remote,,,,,,,,,,,,,
429,software developer,Aerospace Embedded Software Developer,TE Connectivity,Carpinteria,California,191.5,Remote,61.01875,,,,,,9701.970434782608,191.5,191.5,,119535.7204347826,119727.2204347826,191.5
430,software developer,"Staff Software Engineer, Search - Backend",Cribl,Remote,Unknown,215.0,Remote,,,,,,,,215.0,215.0,,,215.0,215.0
431,software developer,"Software Engineer, Identity and Access Management",MongoDB,Remote,Unknown,149.5,Remote,,,,,,,,149.5,149.5,,,149.5,149.5
432,software developer,Senior Software Engineer,"BlueSun Technologies, Inc.",Remote,Unknown,138.0,Remote,,,,,,,,138.0,138.0,,,138.0,138.0
433,software developer,Senior Software Engineer,Storm8,Remote,Unknown,,Remote,,,,,,,,,,,,,
434,software developer,Sr Software Engineer - Full Stack (Remote - US),BNSF Railway,Remote,Unknown,270.0,Remote,,,,,,,,270.0,270.0,,,270.0,270.0
435,software developer,Senior C++ Software Engineer (100% Remote - United States),Tether Operations Limited,Boston,Massachusetts,110.0,Remote,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,110.0,110.0,4282.2,104529.18,104639.18,4392.2
436,software developer,Senior Software Engineer II,Wistia,Remote,Unknown,,Remote,,,,,,,,,,,,,
437,software developer,Senior Software Engineer - Alloy and OpenTelemetry Collector - USA,Grafana Labs,Remote,Unknown,163.5,Remote,,,,,,,,163.5,163.5,,,163.5,163.5
438,software developer,Principal Software Engineer,Moody's,Remote,Unknown,204.5,Remote,,,,,,,,204.5,204.5,,,204.5,204.5
439,software developer,"Senior Engineer, Software",Ensemble Health Partners,Remote,Unknown,147.0,Remote,,,,,,,,147.0,147.0,,,147.0,147.0
440,software developer,Software Developer / Security Engineer (Remote),AbbVie,Atlanta,Georgia,101.5,Remote,33.6,18.9%,,,,,7289.35,101.5,101.5,,67769.35,67870.85,101.5
441,software developer,Software Engineer - Platform,CentML,San Francisco,California,172.5,Remote,70.6,28.8%,,,,,12650.66,172.5,172.5,,139730.66,139903.16,172.5
442,software developer,Managing Engineer,Allstate,United States,Unknown,133.5,Remote,,,,,,,,133.5,133.5,,,133.5,133.5
443,software developer,Principal Software Development Engineer,Zillow,Remote,Unknown,242.5,Remote,,,,,,,,242.5,242.5,,,242.5,242.5
444,software developer,Software Engineer,Trusted Wealth,Remote,Unknown,,Remote,,,,,,,,,,,,,
445,software developer,"Staff Software Engineer, Developer Experience",Spring Health,Remote,Unknown,223.0,Remote,,,,,,,,223.0,223.0,,,223.0,223.0
446,software developer,Senior Software Engineer,"GitHub, Inc.",Remote,Unknown,206.0,Remote,,,,,,,,206.0,206.0,,,206.0,206.0
447,software developer,Backend Software Engineer - AI Trainer,DataAnnotation,Remote,Unknown,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
448,software developer,Remote Principal Software Developer,Oracle,United States,Unknown,141.5,Remote,,,,,,,,141.5,141.5,,,141.5,141.5
449,software developer,Sr Software Engineer - Backend (Remote - US),BNSF Railway,Remote,Unknown,270.0,Remote,,,,,,,,270.0,270.0,,,270.0,270.0
450,software developer,Software Developer - AI Trainer,DataAnnotation,Pittsburgh,Pennsylvania,20.0,Remote,27.1,19.3%,$958.00,17.02,430.8,84.33,5205.47,20.0,20.0,2850.12,53985.47,54005.47,2870.12
451,software developer,"Software Engineer, Trust (Identity)","Block, Inc.",San Francisco,California,159.0,Remote,70.6,28.8%,,,,,12650.66,159.0,159.0,,139730.66,139889.66,159.0
452,software developer,"Staff Software Engineer, Backend (Platform)",Coinbase,Remote,Unknown,237.5,Remote,,,,,,,,237.5,237.5,,,237.5,237.5
453,software developer,"Senior Staff Software Engineer, Fullstack (Consumer App Experience)",Affirm,Remote,Unknown,271.0,Remote,,,,,,,,271.0,271.0,,,271.0,271.0
454,software developer,Backend .NET/Python Software Engineer,Transamerica,Remote,Unknown,122.5,Remote,,,,,,,,122.5,122.5,,,122.5,122.5
455,software developer,Senior Support Software Engineer,Splunk,Remote,Unknown,190.0,Remote,,,,,,,,190.0,190.0,,,190.0,190.0
456,software developer,Senior/Staff Backend Engineer (Remote),DualEntry,New York,New York,110.0,Remote,19.1,,,,,,10831.74,110.0,110.0,,45211.74,45321.74,110.0
457,software developer,Full Stack Lead Engineer,Consensus Cloud Solutions,Los Angeles,California,150.0,Remote,42.4,16.0%,,,,,6877.72,150.0,150.0,,83197.72,83347.72,150.0
458,software developer,Principal Software Engineer,Dropbox,Remote,Unknown,278.5,Remote,,,,,,,,278.5,278.5,,,278.5,278.5
459,software developer,IT Software Engineer Principal,"Pathward, N.A.",Remote,Unknown,147.5,Remote,,,,,,,,147.5,147.5,,,147.5,147.5
460,software developer,"Manager, Software Engineering",Imagine Pediatrics,Houston,Texas,135.5,Remote,30.2,24.5%,,,,,5245.46,135.5,135.5,,59605.46,59740.96,135.5
461,software developer,Software Reliability Engineer,Lightspeed Voice,Remote,Unknown,85.0,Remote,,,,,,,,85.0,85.0,,,85.0,85.0
462,software developer,"Staff Engineer, Software",Celestica,Texas,Unknown,,Remote,,,,,,,,,,,,,
463,software developer,Senior Software Engineer (BAY AREA OR SEATTLE ONLY FULLY REMOTE),Splunk,California,Unknown,190.0,Remote,,,,,,,,190.0,190.0,,,190.0,190.0
464,software developer,Staff Front End Engineer,Dragos,United States,Unknown,192.0,Remote,,,,,,,,192.0,192.0,,,192.0,192.0
465,software developer,"Senior Software Engineer, Integrated Care",Included Health,Remote,Unknown,196.0,Remote,,,,,,,,196.0,196.0,,,196.0,196.0
466,software developer,Staff Software Engineer,Wellsky,Overland Park,Kansas,149.5,Remote,,,,,,,5437.45,149.5,149.5,,,149.5,149.5
467,software developer,Full Stack Engineer,Perfect Venue,California,Unknown,,Remote,,,,,,,,,,,,,
468,software developer,Senior Software Engineer,NIKE,Beaverton,Oregon,,Remote,27.899999999999995,,"$1,173.00",14.23,316.9,72.27,6557.06,,,2404.08,56777.05999999998,,
469,software developer,Sr. Software Engineer,The Phia Group,Remote,Unknown,,Remote,,,,,,,,,,,,,
470,software developer,"Software Developer - Data Scientist, Engineer (Remote)","Solv Energy, LLC.",Remote,Unknown,145.0,Remote,,,,,,,,145.0,145.0,,,145.0,145.0
471,software developer,Sr React Developer,BELVA,Remote,Unknown,,Remote,,,,,,,,,,,,,
472,software developer,Sr. Software Engineer - Windows Debugging/SaO (Remote),CrowdStrike,Remote,Unknown,175.0,Remote,,,,,,,,175.0,175.0,,,175.0,175.0
473,software developer,Senior Software Development Engineer,Cardinal Health,United States,Unknown,152.0,Remote,,,,,,,,152.0,152.0,,,152.0,152.0
474,software developer,Software Engineer Manager,Allstate,United States,Unknown,154.5,Remote,,,,,,,,154.5,154.5,,,154.5,154.5
475,software developer,Sr. Software Engineer,Blackhawk Network,Remote,Unknown,123.0,Remote,,,,,,,,123.0,123.0,,,123.0,123.0
476,software developer,"Senior Software Engineer, Web Platform",Doximity,Seattle,Washington,180.0,Remote,36.2,26.3%,,,,,10361.54,180.0,180.0,,75521.54000000001,75701.54000000001,180.0
477,software developer,API Engineer- Micro-Services,"Guidewire Software, Inc.",Remote,Unknown,190.5,Remote,,,,,,,,190.5,190.5,,,190.5,190.5
478,software developer,"Principal I, Software Engineer",Alcon,Remote,Unknown,,Remote,,,,,,,,,,,,,
479,software developer,Software Developer - AI Trainer,DataAnnotation,New Rochelle,New York,20.0,Remote,19.1,,,,,,10428.26606060606,20.0,20.0,,44808.26606060606,44828.26606060606,20.0
480,software developer,"Staff Software Engineer, Fullstack (Trust & Safety Experiences)",Affirm,Remote,Unknown,237.5,Remote,,,,,,,,237.5,237.5,,,237.5,237.5
481,software developer,Windows Sustaining Software Engineer (SaO) - Sensor (Remote),CrowdStrike,Remote,Unknown,145.0,Remote,,,,,,,,145.0,145.0,,,145.0,145.0
482,software developer,"Principal Software Development Engineer, Big Data",Zillow,Remote,Unknown,242.5,Remote,,,,,,,,242.5,242.5,,,242.5,242.5
483,software developer,Lead .NET Software Developer,Zachary Piper LLC,Remote,Unknown,38.5,Remote,,,,,,,,38.5,38.5,,,38.5,38.5
484,software developer,Full Stack Developer- AI Trainer,DataAnnotation,Huntsville,Alabama,20.0,Remote,,,$811.00,14.98,344.6,74.1,4951.76,20.0,20.0,2507.04,,20.0,2527.04
485,software developer,Principal Software Engineer,Convoso,Remote,Unknown,165.0,Remote,,,,,,,,165.0,165.0,,,165.0,165.0
486,software developer,"Staff Software Engineer, iOS",Turo,California,Unknown,196.5,Remote,,,,,,,,196.5,196.5,,,196.5,196.5
487,software developer,Senior Software Engineer,Rocket Software,Remote,Unknown,117.0,Remote,,,,,,,,117.0,117.0,,,117.0,117.0
488,software developer,Senior Software Engineer (Python),BELVA,Remote,Unknown,,Remote,,,,,,,,,,,,,
489,software developer,Senior Software Engineer,Fullstory,Remote,Unknown,175.0,Remote,,,,,,,,175.0,175.0,,,175.0,175.0
490,software developer,Senior Frontend Software Engineer,AWeber,Remote,Unknown,,Remote,,,,,,,,,,,,,
491,software developer,"Software Engineer, Product",Meta,Remote,Unknown,68.5,Remote,,,,,,,,68.5,68.5,,,68.5,68.5
492,software developer,Principal Software Engineer,NIKE,Beaverton,Oregon,232.5,Remote,27.899999999999995,,"$1,173.00",14.23,316.9,72.27,6557.06,232.5,232.5,2404.08,56777.05999999998,57009.55999999998,2636.58
493,software developer,Senior Software Engineer,"Practical Solutions, Inc.",Remote,Unknown,138.0,Remote,,,,,,,,138.0,138.0,,,138.0,138.0
494,software developer,Sr Software Application Support Engineer,Lumen,United States,Unknown,102.5,Remote,,,,,,,,102.5,102.5,,,102.5,102.5
495,software developer,Backend Developer - Python,APPINESS INTERACTIVE PRIVATE LIMITED,Illinois,Unknown,,Remote,,,,,,,,,,,,,
496,software developer,Senior Software Engineer,Spatial Front,Maryland,Unknown,140.0,Remote,,,,,,,,140.0,140.0,,,140.0,140.0
497,software developer,Sr. Software Development Engineer,"FormFactor, Inc.",Remote,Unknown,105.0,Remote,,,,,,,,105.0,105.0,,,105.0,105.0
498,software developer,Front-End Developer- AI Trainer,DataAnnotation,Allentown,Pennsylvania,20.0,Remote,28.744444444444444,,$958.00,17.02,430.8,84.33,5933.278888888889,20.0,20.0,2850.12,57673.27888888889,57693.27888888889,2870.12
499,software developer,Web Software Developer,"Arch Systems, LLC",Remote,Unknown,,Remote,,,,,,,,,,,,,
500,software developer,Lead AI Software Engineer,"Buyers Edge Platform, LLC",Remote,Unknown,,Remote,,,,,,,,,,,,,
501,software developer,Senior Software Engineer (L5) — Build & Dependency Management Team (JVM Ecosystem),Netflix,Remote,Unknown,410.0,Remote,,,,,,,,410.0,410.0,,,410.0,410.0
502,software developer,Principal Software Engineer,Precision Medicine Group,Remote,Unknown,222.5,Remote,,,,,,,,222.5,222.5,,,222.5,222.5
503,software developer,Front-End Developer,Astriata,Maryland,Unknown,80.0,Remote,,,,,,,,80.0,80.0,,,80.0,80.0
504,software developer,Software Engineer with Summit Experience - Remote,"CGI Group, Inc.",Oregon City,Oregon,120.5,Remote,27.899999999999995,,"$1,173.00",14.23,316.9,72.27,6557.06,120.5,120.5,2404.08,56777.05999999998,56897.55999999998,2524.58
505,software developer,"Software Engineer III (Delphi, API's)",EasyPost,Remote,Unknown,147.0,Remote,,,,,,,,147.0,147.0,,,147.0,147.0
506,software developer,Senior Software Engineer (Mobile),"Guideline, Inc.",Remote,Unknown,166.5,Remote,,,,,,,,166.5,166.5,,,166.5,166.5
507,software developer,Sr. Web Developer II (Remote),CrowdStrike,Remote,Unknown,180.0,Remote,,,,,,,,180.0,180.0,,,180.0,180.0
508,software developer,Sr Software Engineer - Frontend (Remote - US),BNSF Railway,Remote,Unknown,270.0,Remote,,,,,,,,270.0,270.0,,,270.0,270.0
509,software developer,Senior Support Software Engineer,Splunk,Remote,Unknown,190.0,Remote,,,,,,,,190.0,190.0,,,190.0,190.0
510,software developer,Software Engineer - AI Trainer,DataAnnotation,Laredo,Texas,20.0,Remote,40.717857142857156,,,,,,3235.52,20.0,20.0,,76527.66285714289,76547.66285714289,20.0
511,software developer,"Software Engineering, Platform Modernization Engineering - L5",Netflix,Remote,Unknown,410.0,Remote,,,,,,,,410.0,410.0,,,410.0,410.0
512,software developer,Full Stack Developer- AI Trainer,DataAnnotation,Kenosha,Wisconsin,20.0,Remote,20.2,,,,,,4265.346,20.0,20.0,,40625.346,40645.346,20.0
513,software developer,Software Engineer - Cloud Engineering,Kumo,Austin,Texas,,Remote,45.7,27.9%,,,,,6365.46,,,,88625.46,,
514,software developer,Principal Software Engineer,C.H. Robinson,Minnesota,Unknown,206.5,Remote,,,,,,,,206.5,206.5,,,206.5,206.5
